#
# $FreeBSD$
#
#	Name:             BIG5 to Unicode table (complete)
#	Unicode version:  1.1
#	Table version:    0.0d3
#	Table format:     Format A
#	Date:             11 February 1994
#
#	Copyright (c) 1991-1994 Unicode, Inc.  All Rights reserved.
#
#	This file is provided as-is by Unicode, Inc. (The Unicode Consortium).
#	No claims are made as to fitness for any particular purpose.  No
#	warranties of any kind are expressed or implied.  The recipient
#	agrees to determine applicability of information provided.  If this
#	file has been provided on magnetic media by Unicode, Inc., the sole
#	remedy for any claim will be exchange of defective media within 90
#	days of receipt.
#
#	Recipient is granted the right to make copies in any form for
#	internal distribution and to freely use the information supplied
#	in the creation of products supporting Unicode.  Unicode, Inc.
#	specifically excludes the right to re-distribute this file directly
#	to third parties or other organizations whether for profit or not.
#
#	General notes:
#
#
# This table contains one set of mappings from BIG5 into Unicode.
# Note that these data are *possible* mappings only and may not be the
# same as those used by actual products, nor may they be the best suited
# for all uses.  For more information on the mappings between various code
# pages incorporating the repertoire of BIG5 and Unicode, consult the
# VENDORS mapping data.  Normative information on the mapping between
# BIG5 and Unicode may be found in the Unihan.txt file in the
# latest Unicode Character Database.
#
# If you have carefully considered the fact that the mappings in
# this table are only one possible set of mappings between BIG5 and
# Unicode and have no normative status, but still feel that you
# have located an error in the table that requires fixing, you may
# report any such error to errata@unicode.org.
#
#	WARNING!  It is currently impossible to provide round-trip compatibility
#		between BIG5 and Unicode.  
#
#	A number of characters are not currently mapped because
#		of conflicts with other mappings.  They are as follows:
#
#       BIG5        Description                    Comments
#
#       0xA15A      SPACING UNDERSCORE             duplicates A1C4
#       0xA1C3      SPACING HEAVY OVERSCORE        not in Unicode
#       0xA1C5      SPACING HEAVY UNDERSCORE       not in Unicode
#       0xA1FE      LT DIAG UP RIGHT TO LOW LEFT   duplicates A2AC
#       0xA240      LT DIAG UP LEFT TO LOW RIGHT   duplicates A2AD
#       0xA2CC      HANGZHOU NUMERAL TEN           conflicts with A451 mapping
#       0xA2CE      HANGZHOU NUMERAL THIRTY        conflicts with A4CA mapping
#
#	We currently map all of these characters to U+FFFD REPLACEMENT CHARACTER.
#		It is also possible to map these characters to their duplicates, or to
#		the user zone.  
#	
#	Notes:
#
#	1. In addition to the above, there is some uncertainty about the
#       mappings in the range C6A1 - C8FE, and F9DD - F9FE.  The ETEN
#	version of BIG5 organizes the former range differently, and adds
#	additional characters in the latter range.  The correct mappings
#	these ranges need to be determined.
#
#	2.  There is an uncertainty in the mapping of the Big Five character
#	0xA3BC.  This character occurs within the Big Five block of tone marks
#	for bopomofo and is intended to be the tone mark for the first tone in
#	Mandarin Chinese.  We have selected the mapping U+02C9 MODIFIER LETTER
#	MACRON (Mandarin Chinese first tone) to reflect this semantic.  
#	However, because bopomofo uses the absense of a tone mark to indicate
#	the first Mandarin tone, most implementations of Big Five represent
#	this character with a blank space, and so a mapping such as U+2003 EM
#	SPACE might be preferred.  
#
#	Format:  Three tab-separated columns
#		 Column #1 is the BIG5 code (in hex as 0xXXXX)
#		 Column #2 is the Unicode (in hex as 0xXXXX)
#		 Column #3  is the Unicode name (follows a comment sign, '#')
#			The official names for Unicode characters U+4E00
#			to U+9FA5, inclusive, is "CJK UNIFIED IDEOGRAPH-XXXX",
#			where XXXX is the code point.  Including all these
#			names in this file increases its size substantially
#			and needlessly.  The token "<CJK>" is used for the
#			name of these characters.  If necessary, it can be
#			expanded algorithmically by a parser or editor.
#
#	The entries are in BIG5 order
#
#
0xA140	0x3000	# IDEOGRAPHIC SPACE
0xA357	0x03A5	# GREEK CAPITAL LETTER UPSILON
0xA358	0x03A6	# GREEK CAPITAL LETTER PHI
0xA359	0x03A7	# GREEK CAPITAL LETTER CHI
0xA35A	0x03A8	# GREEK CAPITAL LETTER PSI
0xA35B	0x03A9	# GREEK CAPITAL LETTER OMEGA
0xA35C	0x03B1	# GREEK SMALL LETTER ALPHA
0xA35D	0x03B2	# GREEK SMALL LETTER BETA
0xA35E	0x03B3	# GREEK SMALL LETTER GAMMA
0xA35F	0x03B4	# GREEK SMALL LETTER DELTA
0xA360	0x03B5	# GREEK SMALL LETTER EPSILON
0xA361	0x03B6	# GREEK SMALL LETTER ZETA
0xA362	0x03B7	# GREEK SMALL LETTER ETA
0xA363	0x03B8	# GREEK SMALL LETTER THETA
0xA364	0x03B9	# GREEK SMALL LETTER IOTA
0xA365	0x03BA	# GREEK SMALL LETTER KAPPA
0xA366	0x03BB	# GREEK SMALL LETTER LAMDA
0xA367	0x03BC	# GREEK SMALL LETTER MU
0xA368	0x03BD	# GREEK SMALL LETTER NU
0xA369	0x03BE	# GREEK SMALL LETTER XI
0xA36A	0x03BF	# GREEK SMALL LETTER OMICRON
0xA36B	0x03C0	# GREEK SMALL LETTER PI
0xA36C	0x03C1	# GREEK SMALL LETTER RHO
0xA36D	0x03C3	# GREEK SMALL LETTER SIGMA
0xA36E	0x03C4	# GREEK SMALL LETTER TAU
0xA36F	0x03C5	# GREEK SMALL LETTER UPSILON
0xA370	0x03C6	# GREEK SMALL LETTER PHI
0xA371	0x03C7	# GREEK SMALL LETTER CHI
0xA372	0x03C8	# GREEK SMALL LETTER PSI
0xA373	0x03C9	# GREEK SMALL LETTER OMEGA
0xA374	0x3105	# BOPOMOFO LETTER B
0xA375	0x3106	# BOPOMOFO LETTER P
0xA376	0x3107	# BOPOMOFO LETTER M
0xA377	0x3108	# BOPOMOFO LETTER F
0xA378	0x3109	# BOPOMOFO LETTER D
0xA379	0x310A	# BOPOMOFO LETTER T
0xA37A	0x310B	# BOPOMOFO LETTER N
0xA37B	0x310C	# BOPOMOFO LETTER L
0xA37C	0x310D	# BOPOMOFO LETTER G
0xA37D	0x310E	# BOPOMOFO LETTER K
0xA37E	0x310F	# BOPOMOFO LETTER H
0xA3A1	0x3110	# BOPOMOFO LETTER J
0xA3A2	0x3111	# BOPOMOFO LETTER Q
0xA3A3	0x3112	# BOPOMOFO LETTER X
0xA3A4	0x3113	# BOPOMOFO LETTER ZH
0xA3A5	0x3114	# BOPOMOFO LETTER CH
0xA3A6	0x3115	# BOPOMOFO LETTER SH
0xA3A7	0x3116	# BOPOMOFO LETTER R
0xA3A8	0x3117	# BOPOMOFO LETTER Z
0xA3A9	0x3118	# BOPOMOFO LETTER C
0xA3AA	0x3119	# BOPOMOFO LETTER S
0xA3AB	0x311A	# BOPOMOFO LETTER A
0xA3AC	0x311B	# BOPOMOFO LETTER O
0xA3AD	0x311C	# BOPOMOFO LETTER E
0xA3AE	0x311D	# BOPOMOFO LETTER EH
0xA3AF	0x311E	# BOPOMOFO LETTER AI
0xA3B0	0x311F	# BOPOMOFO LETTER EI
0xA3B1	0x3120	# BOPOMOFO LETTER AU
0xA3B2	0x3121	# BOPOMOFO LETTER OU
0xA3B3	0x3122	# BOPOMOFO LETTER AN
0xA3B4	0x3123	# BOPOMOFO LETTER EN
0xA3B5	0x3124	# BOPOMOFO LETTER ANG
0xA3B6	0x3125	# BOPOMOFO LETTER ENG
0xA3B7	0x3126	# BOPOMOFO LETTER ER
0xA3B8	0x3127	# BOPOMOFO LETTER I
0xA3B9	0x3128	# BOPOMOFO LETTER U
0xA3BA	0x3129	# BOPOMOFO LETTER IU
0xA3BB	0x02D9	# DOT ABOVE (Mandarin Chinese light tone)
0xA3BC	0x02C9	# MODIFIER LETTER MACRON (Mandarin Chinese first tone)
0xA3BD	0x02CA	# MODIFIER LETTER ACUTE ACCENT (Mandarin Chinese second tone)
0xA3BE	0x02C7	# CARON (Mandarin Chinese third tone)
0xA3BF	0x02CB	# MODIFIER LETTER GRAVE ACCENT (Mandarin Chinese fourth tone)
0xA440	0x4E00	# <CJK>
0xA441	0x4E59	# <CJK>
0xA442	0x4E01	# <CJK>
0xA443	0x4E03	# <CJK>
0xA444	0x4E43	# <CJK>
0xA445	0x4E5D	# <CJK>
0xA446	0x4E86	# <CJK>
0xA447	0x4E8C	# <CJK>
0xA448	0x4EBA	# <CJK>
0xA449	0x513F	# <CJK>
0xA44A	0x5165	# <CJK>
0xA44B	0x516B	# <CJK>
0xA44C	0x51E0	# <CJK>
0xA44D	0x5200	# <CJK>
0xA44E	0x5201	# <CJK>
0xA44F	0x529B	# <CJK>
0xA450	0x5315	# <CJK>
0xA451	0x5341	# <CJK>
0xA452	0x535C	# <CJK>
0xA453	0x53C8	# <CJK>
0xA454	0x4E09	# <CJK>
0xA455	0x4E0B	# <CJK>
0xA456	0x4E08	# <CJK>
0xA457	0x4E0A	# <CJK>
0xA458	0x4E2B	# <CJK>
0xA459	0x4E38	# <CJK>
0xA45A	0x51E1	# <CJK>
0xA45B	0x4E45	# <CJK>
0xA45C	0x4E48	# <CJK>
0xA45D	0x4E5F	# <CJK>
0xA45E	0x4E5E	# <CJK>
0xA45F	0x4E8E	# <CJK>
0xA460	0x4EA1	# <CJK>
0xA461	0x5140	# <CJK>
0xA462	0x5203	# <CJK>
0xA463	0x52FA	# <CJK>
0xA464	0x5343	# <CJK>
0xA465	0x53C9	# <CJK>
0xA466	0x53E3	# <CJK>
0xA467	0x571F	# <CJK>
0xA468	0x58EB	# <CJK>
0xA469	0x5915	# <CJK>
0xA46A	0x5927	# <CJK>
0xA46B	0x5973	# <CJK>
0xA46C	0x5B50	# <CJK>
0xA46D	0x5B51	# <CJK>
0xA46E	0x5B53	# <CJK>
0xA46F	0x5BF8	# <CJK>
0xA470	0x5C0F	# <CJK>
0xA471	0x5C22	# <CJK>
0xA472	0x5C38	# <CJK>
0xA473	0x5C71	# <CJK>
0xA474	0x5DDD	# <CJK>
0xA475	0x5DE5	# <CJK>
0xA476	0x5DF1	# <CJK>
0xA477	0x5DF2	# <CJK>
0xA478	0x5DF3	# <CJK>
0xA479	0x5DFE	# <CJK>
0xA47A	0x5E72	# <CJK>
0xA47B	0x5EFE	# <CJK>
0xA47C	0x5F0B	# <CJK>
0xA47D	0x5F13	# <CJK>
0xA47E	0x624D	# <CJK>
0xA4A1	0x4E11	# <CJK>
0xA4A2	0x4E10	# <CJK>
0xA4A3	0x4E0D	# <CJK>
0xA4A4	0x4E2D	# <CJK>
0xA4A5	0x4E30	# <CJK>
0xA4A6	0x4E39	# <CJK>
0xA4A7	0x4E4B	# <CJK>
0xA4A8	0x5C39	# <CJK>
0xA4A9	0x4E88	# <CJK>
0xA4AA	0x4E91	# <CJK>
0xA4AB	0x4E95	# <CJK>
0xA4AC	0x4E92	# <CJK>
0xA4AD	0x4E94	# <CJK>
0xA4AE	0x4EA2	# <CJK>
0xA4AF	0x4EC1	# <CJK>
0xA4B0	0x4EC0	# <CJK>
0xA4B1	0x4EC3	# <CJK>
0xA4B2	0x4EC6	# <CJK>
0xA4B3	0x4EC7	# <CJK>
0xA4B4	0x4ECD	# <CJK>
0xA4B5	0x4ECA	# <CJK>
0xA4B6	0x4ECB	# <CJK>
0xA4B7	0x4EC4	# <CJK>
0xA4B8	0x5143	# <CJK>
0xA4B9	0x5141	# <CJK>
0xA4BA	0x5167	# <CJK>
0xA4BB	0x516D	# <CJK>
0xA4BC	0x516E	# <CJK>
0xA4BD	0x516C	# <CJK>
0xA4BE	0x5197	# <CJK>
0xA4BF	0x51F6	# <CJK>
0xA4C0	0x5206	# <CJK>
0xA4C1	0x5207	# <CJK>
0xA4C2	0x5208	# <CJK>
0xA4C3	0x52FB	# <CJK>
0xA4C4	0x52FE	# <CJK>
0xA4C5	0x52FF	# <CJK>
0xA4C6	0x5316	# <CJK>
0xA4C7	0x5339	# <CJK>
0xA4C8	0x5348	# <CJK>
0xA4C9	0x5347	# <CJK>
0xA4CA	0x5345	# <CJK>
0xA4CB	0x535E	# <CJK>
0xA4CC	0x5384	# <CJK>
0xA4CD	0x53CB	# <CJK>
0xA4CE	0x53CA	# <CJK>
0xA4CF	0x53CD	# <CJK>
0xA4D0	0x58EC	# <CJK>
0xA4D1	0x5929	# <CJK>
0xA4D2	0x592B	# <CJK>
0xA4D3	0x592A	# <CJK>
0xA4D4	0x592D	# <CJK>
0xA4D5	0x5B54	# <CJK>
0xA4D6	0x5C11	# <CJK>
0xA4D7	0x5C24	# <CJK>
0xA4D8	0x5C3A	# <CJK>
0xA4D9	0x5C6F	# <CJK>
0xA4DA	0x5DF4	# <CJK>
0xA4DB	0x5E7B	# <CJK>
0xA4DC	0x5EFF	# <CJK>
0xA4DD	0x5F14	# <CJK>
0xA4DE	0x5F15	# <CJK>
0xA4DF	0x5FC3	# <CJK>
0xA4E0	0x6208	# <CJK>
0xA4E1	0x6236	# <CJK>
0xA4E2	0x624B	# <CJK>
0xA4E3	0x624E	# <CJK>
0xA4E4	0x652F	# <CJK>
0xA4E5	0x6587	# <CJK>
0xA4E6	0x6597	# <CJK>
0xA4E7	0x65A4	# <CJK>
0xA4E8	0x65B9	# <CJK>
0xA4E9	0x65E5	# <CJK>
0xA4EA	0x66F0	# <CJK>
0xA4EB	0x6708	# <CJK>
0xA4EC	0x6728	# <CJK>
0xA4ED	0x6B20	# <CJK>
0xA4EE	0x6B62	# <CJK>
0xA4EF	0x6B79	# <CJK>
0xA4F0	0x6BCB	# <CJK>
0xA4F1	0x6BD4	# <CJK>
0xA4F2	0x6BDB	# <CJK>
0xA4F3	0x6C0F	# <CJK>
0xA4F4	0x6C34	# <CJK>
0xA4F5	0x706B	# <CJK>
0xA4F6	0x722A	# <CJK>
0xA4F7	0x7236	# <CJK>
0xA4F8	0x723B	# <CJK>
0xA4F9	0x7247	# <CJK>
0xA4FA	0x7259	# <CJK>
0xA4FB	0x725B	# <CJK>
0xA4FC	0x72AC	# <CJK>
0xA4FD	0x738B	# <CJK>
0xA4FE	0x4E19	# <CJK>
0xA540	0x4E16	# <CJK>
0xA541	0x4E15	# <CJK>
0xA542	0x4E14	# <CJK>
0xA543	0x4E18	# <CJK>
0xA544	0x4E3B	# <CJK>
0xA545	0x4E4D	# <CJK>
0xA546	0x4E4F	# <CJK>
0xA547	0x4E4E	# <CJK>
0xA548	0x4EE5	# <CJK>
0xA549	0x4ED8	# <CJK>
0xA54A	0x4ED4	# <CJK>
0xA54B	0x4ED5	# <CJK>
0xA54C	0x4ED6	# <CJK>
0xA54D	0x4ED7	# <CJK>
0xA54E	0x4EE3	# <CJK>
0xA54F	0x4EE4	# <CJK>
0xA550	0x4ED9	# <CJK>
0xA551	0x4EDE	# <CJK>
0xA552	0x5145	# <CJK>
0xA553	0x5144	# <CJK>
0xA554	0x5189	# <CJK>
0xA555	0x518A	# <CJK>
0xA556	0x51AC	# <CJK>
0xA557	0x51F9	# <CJK>
0xA558	0x51FA	# <CJK>
0xA559	0x51F8	# <CJK>
0xA55A	0x520A	# <CJK>
0xA55B	0x52A0	# <CJK>
0xA55C	0x529F	# <CJK>
0xA55D	0x5305	# <CJK>
0xA55E	0x5306	# <CJK>
0xA55F	0x5317	# <CJK>
0xA560	0x531D	# <CJK>
0xA561	0x4EDF	# <CJK>
0xA562	0x534A	# <CJK>
0xA563	0x5349	# <CJK>
0xA564	0x5361	# <CJK>
0xA565	0x5360	# <CJK>
0xA566	0x536F	# <CJK>
0xA567	0x536E	# <CJK>
0xA568	0x53BB	# <CJK>
0xA569	0x53EF	# <CJK>
0xA56A	0x53E4	# <CJK>
0xA56B	0x53F3	# <CJK>
0xA56C	0x53EC	# <CJK>
0xA56D	0x53EE	# <CJK>
0xA56E	0x53E9	# <CJK>
0xA56F	0x53E8	# <CJK>
0xA570	0x53FC	# <CJK>
0xA571	0x53F8	# <CJK>
0xA572	0x53F5	# <CJK>
0xA573	0x53EB	# <CJK>
0xA574	0x53E6	# <CJK>
0xA575	0x53EA	# <CJK>
0xA576	0x53F2	# <CJK>
0xA577	0x53F1	# <CJK>
0xA578	0x53F0	# <CJK>
0xA579	0x53E5	# <CJK>
0xA57A	0x53ED	# <CJK>
0xA57B	0x53FB	# <CJK>
0xA57C	0x56DB	# <CJK>
0xA57D	0x56DA	# <CJK>
0xA57E	0x5916	# <CJK>
0xA5A1	0x592E	# <CJK>
0xA5A2	0x5931	# <CJK>
0xA5A3	0x5974	# <CJK>
0xA5A4	0x5976	# <CJK>
0xA5A5	0x5B55	# <CJK>
0xA5A6	0x5B83	# <CJK>
0xA5A7	0x5C3C	# <CJK>
0xA5A8	0x5DE8	# <CJK>
0xA5A9	0x5DE7	# <CJK>
0xA5AA	0x5DE6	# <CJK>
0xA5AB	0x5E02	# <CJK>
0xA5AC	0x5E03	# <CJK>
0xA5AD	0x5E73	# <CJK>
0xA5AE	0x5E7C	# <CJK>
0xA5AF	0x5F01	# <CJK>
0xA5B0	0x5F18	# <CJK>
0xA5B1	0x5F17	# <CJK>
0xA5B2	0x5FC5	# <CJK>
0xA5B3	0x620A	# <CJK>
0xA5B4	0x6253	# <CJK>
0xA5B5	0x6254	# <CJK>
0xA5B6	0x6252	# <CJK>
0xA5B7	0x6251	# <CJK>
0xA5B8	0x65A5	# <CJK>
0xA5B9	0x65E6	# <CJK>
0xA5BA	0x672E	# <CJK>
0xA5BB	0x672C	# <CJK>
0xA5BC	0x672A	# <CJK>
0xA5BD	0x672B	# <CJK>
0xA5BE	0x672D	# <CJK>
0xA5BF	0x6B63	# <CJK>
0xA5C0	0x6BCD	# <CJK>
0xA5C1	0x6C11	# <CJK>
0xA5C2	0x6C10	# <CJK>
0xA5C3	0x6C38	# <CJK>
0xA5C4	0x6C41	# <CJK>
0xA5C5	0x6C40	# <CJK>
0xA5C6	0x6C3E	# <CJK>
0xA5C7	0x72AF	# <CJK>
0xA5C8	0x7384	# <CJK>
0xA5C9	0x7389	# <CJK>
0xA5CA	0x74DC	# <CJK>
0xA5CB	0x74E6	# <CJK>
0xA5CC	0x7518	# <CJK>
0xA5CD	0x751F	# <CJK>
0xA5CE	0x7528	# <CJK>
0xA5CF	0x7529	# <CJK>
0xA5D0	0x7530	# <CJK>
0xA5D1	0x7531	# <CJK>
0xA5D2	0x7532	# <CJK>
0xA5D3	0x7533	# <CJK>
0xA5D4	0x758B	# <CJK>
0xA5D5	0x767D	# <CJK>
0xA5D6	0x76AE	# <CJK>
0xA5D7	0x76BF	# <CJK>
0xA5D8	0x76EE	# <CJK>
0xA5D9	0x77DB	# <CJK>
0xA5DA	0x77E2	# <CJK>
0xA5DB	0x77F3	# <CJK>
0xA5DC	0x793A	# <CJK>
0xA5DD	0x79BE	# <CJK>
0xA5DE	0x7A74	# <CJK>
0xA5DF	0x7ACB	# <CJK>
0xA5E0	0x4E1E	# <CJK>
0xA5E1	0x4E1F	# <CJK>
0xA5E2	0x4E52	# <CJK>
0xA5E3	0x4E53	# <CJK>
0xA5E4	0x4E69	# <CJK>
0xA5E5	0x4E99	# <CJK>
0xA5E6	0x4EA4	# <CJK>
0xA5E7	0x4EA6	# <CJK>
0xA5E8	0x4EA5	# <CJK>
0xA5E9	0x4EFF	# <CJK>
0xA5EA	0x4F09	# <CJK>
0xA5EB	0x4F19	# <CJK>
0xA5EC	0x4F0A	# <CJK>
0xA5ED	0x4F15	# <CJK>
0xA5EE	0x4F0D	# <CJK>
0xA5EF	0x4F10	# <CJK>
0xA5F0	0x4F11	# <CJK>
0xA5F1	0x4F0F	# <CJK>
0xA5F2	0x4EF2	# <CJK>
0xA5F3	0x4EF6	# <CJK>
0xA5F4	0x4EFB	# <CJK>
0xA5F5	0x4EF0	# <CJK>
0xA5F6	0x4EF3	# <CJK>
0xA5F7	0x4EFD	# <CJK>
0xA5F8	0x4F01	# <CJK>
0xA5F9	0x4F0B	# <CJK>
0xA5FA	0x5149	# <CJK>
0xA5FB	0x5147	# <CJK>
0xA5FC	0x5146	# <CJK>
0xA5FD	0x5148	# <CJK>
0xA5FE	0x5168	# <CJK>
0xA640	0x5171	# <CJK>
0xA641	0x518D	# <CJK>
0xA642	0x51B0	# <CJK>
0xA643	0x5217	# <CJK>
0xA644	0x5211	# <CJK>
0xA645	0x5212	# <CJK>
0xA646	0x520E	# <CJK>
0xA647	0x5216	# <CJK>
0xA648	0x52A3	# <CJK>
0xA649	0x5308	# <CJK>
0xA64A	0x5321	# <CJK>
0xA64B	0x5320	# <CJK>
0xA64C	0x5370	# <CJK>
0xA64D	0x5371	# <CJK>
0xA64E	0x5409	# <CJK>
0xA64F	0x540F	# <CJK>
0xA650	0x540C	# <CJK>
0xA651	0x540A	# <CJK>
0xA652	0x5410	# <CJK>
0xA653	0x5401	# <CJK>
0xA654	0x540B	# <CJK>
0xA655	0x5404	# <CJK>
0xA656	0x5411	# <CJK>
0xA657	0x540D	# <CJK>
0xA658	0x5408	# <CJK>
0xA659	0x5403	# <CJK>
0xA65A	0x540E	# <CJK>
0xA65B	0x5406	# <CJK>
0xA65C	0x5412	# <CJK>
0xA65D	0x56E0	# <CJK>
0xA65E	0x56DE	# <CJK>
0xA65F	0x56DD	# <CJK>
0xA660	0x5733	# <CJK>
0xA661	0x5730	# <CJK>
0xA662	0x5728	# <CJK>
0xA663	0x572D	# <CJK>
0xA664	0x572C	# <CJK>
0xA665	0x572F	# <CJK>
0xA666	0x5729	# <CJK>
0xA667	0x5919	# <CJK>
0xA668	0x591A	# <CJK>
0xA669	0x5937	# <CJK>
0xA66A	0x5938	# <CJK>
0xA66B	0x5984	# <CJK>
0xA66C	0x5978	# <CJK>
0xA66D	0x5983	# <CJK>
0xA66E	0x597D	# <CJK>
0xA66F	0x5979	# <CJK>
0xA670	0x5982	# <CJK>
0xA671	0x5981	# <CJK>
0xA672	0x5B57	# <CJK>
0xA673	0x5B58	# <CJK>
0xA674	0x5B87	# <CJK>
0xA675	0x5B88	# <CJK>
0xA676	0x5B85	# <CJK>
0xA677	0x5B89	# <CJK>
0xA678	0x5BFA	# <CJK>
0xA679	0x5C16	# <CJK>
0xA67A	0x5C79	# <CJK>
0xA67B	0x5DDE	# <CJK>
0xA67C	0x5E06	# <CJK>
0xA67D	0x5E76	# <CJK>
0xA67E	0x5E74	# <CJK>
0xA6A1	0x5F0F	# <CJK>
0xA6A2	0x5F1B	# <CJK>
0xA6A3	0x5FD9	# <CJK>
0xA6A4	0x5FD6	# <CJK>
0xA6A5	0x620E	# <CJK>
0xA6A6	0x620C	# <CJK>
0xA6A7	0x620D	# <CJK>
0xA6A8	0x6210	# <CJK>
0xA6A9	0x6263	# <CJK>
0xA6AA	0x625B	# <CJK>
0xA6AB	0x6258	# <CJK>
0xA6AC	0x6536	# <CJK>
0xA6AD	0x65E9	# <CJK>
0xA6AE	0x65E8	# <CJK>
0xA6AF	0x65EC	# <CJK>
0xA6B0	0x65ED	# <CJK>
0xA6B1	0x66F2	# <CJK>
0xA6B2	0x66F3	# <CJK>
0xA6B3	0x6709	# <CJK>
0xA6B4	0x673D	# <CJK>
0xA6B5	0x6734	# <CJK>
0xA6B6	0x6731	# <CJK>
0xA6B7	0x6735	# <CJK>
0xA6B8	0x6B21	# <CJK>
0xA6B9	0x6B64	# <CJK>
0xA6BA	0x6B7B	# <CJK>
0xA6BB	0x6C16	# <CJK>
0xA6BC	0x6C5D	# <CJK>
0xA6BD	0x6C57	# <CJK>
0xA6BE	0x6C59	# <CJK>
0xA6BF	0x6C5F	# <CJK>
0xA6C0	0x6C60	# <CJK>
0xA6C1	0x6C50	# <CJK>
0xA6C2	0x6C55	# <CJK>
0xA6C3	0x6C61	# <CJK>
0xA6C4	0x6C5B	# <CJK>
0xA6C5	0x6C4D	# <CJK>
0xA6C6	0x6C4E	# <CJK>
0xA6C7	0x7070	# <CJK>
0xA6C8	0x725F	# <CJK>
0xA6C9	0x725D	# <CJK>
0xA6CA	0x767E	# <CJK>
0xA6CB	0x7AF9	# <CJK>
0xA6CC	0x7C73	# <CJK>
0xA6CD	0x7CF8	# <CJK>
0xA6CE	0x7F36	# <CJK>
0xA6CF	0x7F8A	# <CJK>
0xA6D0	0x7FBD	# <CJK>
0xA6D1	0x8001	# <CJK>
0xA6D2	0x8003	# <CJK>
0xA6D3	0x800C	# <CJK>
0xA6D4	0x8012	# <CJK>
0xA6D5	0x8033	# <CJK>
0xA6D6	0x807F	# <CJK>
0xA6D7	0x8089	# <CJK>
0xA6D8	0x808B	# <CJK>
0xA6D9	0x808C	# <CJK>
0xA6DA	0x81E3	# <CJK>
0xA6DB	0x81EA	# <CJK>
0xA6DC	0x81F3	# <CJK>
0xA6DD	0x81FC	# <CJK>
0xA6DE	0x820C	# <CJK>
0xA6DF	0x821B	# <CJK>
0xA6E0	0x821F	# <CJK>
0xA6E1	0x826E	# <CJK>
0xA6E2	0x8272	# <CJK>
0xA6E3	0x827E	# <CJK>
0xA6E4	0x866B	# <CJK>
0xA6E5	0x8840	# <CJK>
0xA6E6	0x884C	# <CJK>
0xA6E7	0x8863	# <CJK>
0xA6E8	0x897F	# <CJK>
0xA6E9	0x9621	# <CJK>
0xA6EA	0x4E32	# <CJK>
0xA6EB	0x4EA8	# <CJK>
0xA6EC	0x4F4D	# <CJK>
0xA6ED	0x4F4F	# <CJK>
0xA6EE	0x4F47	# <CJK>
0xA6EF	0x4F57	# <CJK>
0xA6F0	0x4F5E	# <CJK>
0xA6F1	0x4F34	# <CJK>
0xA6F2	0x4F5B	# <CJK>
0xA6F3	0x4F55	# <CJK>
0xA6F4	0x4F30	# <CJK>
0xA6F5	0x4F50	# <CJK>
0xA6F6	0x4F51	# <CJK>
0xA6F7	0x4F3D	# <CJK>
0xA6F8	0x4F3A	# <CJK>
0xA6F9	0x4F38	# <CJK>
0xA6FA	0x4F43	# <CJK>
0xA6FB	0x4F54	# <CJK>
0xA6FC	0x4F3C	# <CJK>
0xA6FD	0x4F46	# <CJK>
0xA6FE	0x4F63	# <CJK>
0xA740	0x4F5C	# <CJK>
0xA741	0x4F60	# <CJK>
0xA742	0x4F2F	# <CJK>
0xA743	0x4F4E	# <CJK>
0xA744	0x4F36	# <CJK>
0xA745	0x4F59	# <CJK>
0xA746	0x4F5D	# <CJK>
0xA747	0x4F48	# <CJK>
0xA748	0x4F5A	# <CJK>
0xA749	0x514C	# <CJK>
0xA74A	0x514B	# <CJK>
0xA74B	0x514D	# <CJK>
0xA74C	0x5175	# <CJK>
0xA74D	0x51B6	# <CJK>
0xA74E	0x51B7	# <CJK>
0xA74F	0x5225	# <CJK>
0xA750	0x5224	# <CJK>
0xA751	0x5229	# <CJK>
0xA752	0x522A	# <CJK>
0xA753	0x5228	# <CJK>
0xA754	0x52AB	# <CJK>
0xA755	0x52A9	# <CJK>
0xA756	0x52AA	# <CJK>
0xA757	0x52AC	# <CJK>
0xA758	0x5323	# <CJK>
0xA759	0x5373	# <CJK>
0xA75A	0x5375	# <CJK>
0xA75B	0x541D	# <CJK>
0xA75C	0x542D	# <CJK>
0xA75D	0x541E	# <CJK>
0xA75E	0x543E	# <CJK>
0xA75F	0x5426	# <CJK>
0xA760	0x544E	# <CJK>
0xA761	0x5427	# <CJK>
0xA762	0x5446	# <CJK>
0xA763	0x5443	# <CJK>
0xA764	0x5433	# <CJK>
0xA765	0x5448	# <CJK>
0xA766	0x5442	# <CJK>
0xA767	0x541B	# <CJK>
0xA768	0x5429	# <CJK>
0xA769	0x544A	# <CJK>
0xA76A	0x5439	# <CJK>
0xA76B	0x543B	# <CJK>
0xA76C	0x5438	# <CJK>
0xA76D	0x542E	# <CJK>
0xA76E	0x5435	# <CJK>
0xA76F	0x5436	# <CJK>
0xA770	0x5420	# <CJK>
0xA771	0x543C	# <CJK>
0xA772	0x5440	# <CJK>
0xA773	0x5431	# <CJK>
0xA774	0x542B	# <CJK>
0xA775	0x541F	# <CJK>
0xA776	0x542C	# <CJK>
0xA777	0x56EA	# <CJK>
0xA778	0x56F0	# <CJK>
0xA779	0x56E4	# <CJK>
0xA77A	0x56EB	# <CJK>
0xA77B	0x574A	# <CJK>
0xA77C	0x5751	# <CJK>
0xA77D	0x5740	# <CJK>
0xA77E	0x574D	# <CJK>
