#
# $FreeBSD$
#
#	Name:             eucCN-80 to Unicode table (complete, hex format)
#	Based on the GB2312.TXT
#
#	General notes:
#
#	The following algorithms can be used to change the hex form
#		of GB2312 to other standard forms:
#
#		To change hex to EUC form, add 0x8080
#
0xA1A1	0x3000	# IDEOGRAPHIC SPACE
0xC1FD	0x7B3C	# <CJK>
0xC1FE	0x7ABF	# <CJK>
0xC2A1	0x9686	# <CJK>
0xC2A2	0x5784	# <CJK>
0xC2A3	0x62E2	# <CJK>
0xC2A4	0x9647	# <CJK>
0xC2A5	0x697C	# <CJK>
0xC2A6	0x5A04	# <CJK>
0xC2A7	0x6402	# <CJK>
0xC2A8	0x7BD3	# <CJK>
0xC2A9	0x6F0F	# <CJK>
0xC2AA	0x964B	# <CJK>
0xC2AB	0x82A6	# <CJK>
0xC2AC	0x5362	# <CJK>
0xC2AD	0x9885	# <CJK>
0xC2AE	0x5E90	# <CJK>
0xC2AF	0x7089	# <CJK>
0xC2B0	0x63B3	# <CJK>
0xC2B1	0x5364	# <CJK>
0xC2B2	0x864F	# <CJK>
0xC2B3	0x9C81	# <CJK>
0xC2B4	0x9E93	# <CJK>
0xC2B5	0x788C	# <CJK>
0xC2B6	0x9732	# <CJK>
0xC2B7	0x8DEF	# <CJK>
0xC2B8	0x8D42	# <CJK>
0xC2B9	0x9E7F	# <CJK>
0xC2BA	0x6F5E	# <CJK>
0xC2BB	0x7984	# <CJK>
0xC2BC	0x5F55	# <CJK>
0xC2BD	0x9646	# <CJK>
0xC2BE	0x622E	# <CJK>
0xC2BF	0x9A74	# <CJK>
0xC2C0	0x5415	# <CJK>
0xC2C1	0x94DD	# <CJK>
0xC2C2	0x4FA3	# <CJK>
0xC2C3	0x65C5	# <CJK>
0xC2C4	0x5C65	# <CJK>
0xC2C5	0x5C61	# <CJK>
0xC2C6	0x7F15	# <CJK>
0xC2C7	0x8651	# <CJK>
0xC2C8	0x6C2F	# <CJK>
0xC2C9	0x5F8B	# <CJK>
0xC2CA	0x7387	# <CJK>
0xC2CB	0x6EE4	# <CJK>
0xC2CC	0x7EFF	# <CJK>
0xC2CD	0x5CE6	# <CJK>
0xC2CE	0x631B	# <CJK>
0xC2CF	0x5B6A	# <CJK>
0xC2D0	0x6EE6	# <CJK>
0xC2D1	0x5375	# <CJK>
0xC2D2	0x4E71	# <CJK>
0xC2D3	0x63A0	# <CJK>
0xC2D4	0x7565	# <CJK>
0xC2D5	0x62A1	# <CJK>
0xC2D6	0x8F6E	# <CJK>
0xC2D7	0x4F26	# <CJK>
0xC2D8	0x4ED1	# <CJK>
0xC2D9	0x6CA6	# <CJK>
0xC2DA	0x7EB6	# <CJK>
0xC2DB	0x8BBA	# <CJK>
0xC2DC	0x841D	# <CJK>
0xC2DD	0x87BA	# <CJK>
0xC2DE	0x7F57	# <CJK>
0xC2DF	0x903B	# <CJK>
0xC2E0	0x9523	# <CJK>
0xC2E1	0x7BA9	# <CJK>
0xC2E2	0x9AA1	# <CJK>
0xC2E3	0x88F8	# <CJK>
0xC2E4	0x843D	# <CJK>
0xC2E5	0x6D1B	# <CJK>
0xC2E6	0x9A86	# <CJK>
0xC2E7	0x7EDC	# <CJK>
0xC2E8	0x5988	# <CJK>
0xC2E9	0x9EBB	# <CJK>
0xC2EA	0x739B	# <CJK>
0xC2EB	0x7801	# <CJK>
0xC2EC	0x8682	# <CJK>
0xC2ED	0x9A6C	# <CJK>
0xC2EE	0x9A82	# <CJK>
0xC2EF	0x561B	# <CJK>
0xC2F0	0x5417	# <CJK>
0xC2F1	0x57CB	# <CJK>
0xC2F2	0x4E70	# <CJK>
0xC2F3	0x9EA6	# <CJK>
0xC2F4	0x5356	# <CJK>
0xC2F5	0x8FC8	# <CJK>
0xC2F6	0x8109	# <CJK>
0xC2F7	0x7792	# <CJK>
0xC2F8	0x9992	# <CJK>
0xC2F9	0x86EE	# <CJK>
0xC2FA	0x6EE1	# <CJK>
0xC2FB	0x8513	# <CJK>
0xC2FC	0x66FC	# <CJK>
0xC2FD	0x6162	# <CJK>
0xC2FE	0x6F2B	# <CJK>
0xC3A1	0x8C29	# <CJK>
0xC3A2	0x8292	# <CJK>
0xC3A3	0x832B	# <CJK>
0xC3A4	0x76F2	# <CJK>
0xC3A5	0x6C13	# <CJK>
0xC3A6	0x5FD9	# <CJK>
0xC3A7	0x83BD	# <CJK>
0xC3A8	0x732B	# <CJK>
0xC3A9	0x8305	# <CJK>
0xC3AA	0x951A	# <CJK>
0xC3AB	0x6BDB	# <CJK>
0xC3AC	0x77DB	# <CJK>
0xC3AD	0x94C6	# <CJK>
0xC3AE	0x536F	# <CJK>
0xC3AF	0x8302	# <CJK>
0xC3B0	0x5192	# <CJK>
0xC3B1	0x5E3D	# <CJK>
0xC3B2	0x8C8C	# <CJK>
0xC3B3	0x8D38	# <CJK>
0xC3B4	0x4E48	# <CJK>
0xC3B5	0x73AB	# <CJK>
0xC3B6	0x679A	# <CJK>
0xC3B7	0x6885	# <CJK>
0xC3B8	0x9176	# <CJK>
0xC3B9	0x9709	# <CJK>
0xC3BA	0x7164	# <CJK>
0xC3BB	0x6CA1	# <CJK>
0xC3BC	0x7709	# <CJK>
0xC3BD	0x5A92	# <CJK>
0xC3BE	0x9541	# <CJK>
0xC3BF	0x6BCF	# <CJK>
0xC3C0	0x7F8E	# <CJK>
0xC3C1	0x6627	# <CJK>
0xC3C2	0x5BD0	# <CJK>
0xC3C3	0x59B9	# <CJK>
0xC3C4	0x5A9A	# <CJK>
0xC3C5	0x95E8	# <CJK>
0xC3C6	0x95F7	# <CJK>
0xC3C7	0x4EEC	# <CJK>
0xC3C8	0x840C	# <CJK>
0xC3C9	0x8499	# <CJK>
0xC3CA	0x6AAC	# <CJK>
0xC3CB	0x76DF	# <CJK>
0xC3CC	0x9530	# <CJK>
0xC3CD	0x731B	# <CJK>
0xC3CE	0x68A6	# <CJK>
0xC3CF	0x5B5F	# <CJK>
0xC3D0	0x772F	# <CJK>
0xC3D1	0x919A	# <CJK>
0xC3D2	0x9761	# <CJK>
0xC3D3	0x7CDC	# <CJK>
0xC3D4	0x8FF7	# <CJK>
0xC3D5	0x8C1C	# <CJK>
0xC3D6	0x5F25	# <CJK>
0xC3D7	0x7C73	# <CJK>
0xC3D8	0x79D8	# <CJK>
0xC3D9	0x89C5	# <CJK>
0xC3DA	0x6CCC	# <CJK>
0xC3DB	0x871C	# <CJK>
0xC3DC	0x5BC6	# <CJK>
0xC3DD	0x5E42	# <CJK>
0xC3DE	0x68C9	# <CJK>
0xC3DF	0x7720	# <CJK>
0xC3E0	0x7EF5	# <CJK>
0xC3E1	0x5195	# <CJK>
0xC3E2	0x514D	# <CJK>
0xC3E3	0x52C9	# <CJK>
0xC3E4	0x5A29	# <CJK>
0xC3E5	0x7F05	# <CJK>
0xC3E6	0x9762	# <CJK>
0xC3E7	0x82D7	# <CJK>
0xC3E8	0x63CF	# <CJK>
0xC3E9	0x7784	# <CJK>
0xC3EA	0x85D0	# <CJK>
0xC3EB	0x79D2	# <CJK>
0xC3EC	0x6E3A	# <CJK>
0xC3ED	0x5E99	# <CJK>
0xC3EE	0x5999	# <CJK>
0xC3EF	0x8511	# <CJK>
0xC3F0	0x706D	# <CJK>
0xC3F1	0x6C11	# <CJK>
0xC3F2	0x62BF	# <CJK>
0xC3F3	0x76BF	# <CJK>
0xC3F4	0x654F	# <CJK>
0xC3F5	0x60AF	# <CJK>
0xC3F6	0x95FD	# <CJK>
0xC3F7	0x660E	# <CJK>
0xC3F8	0x879F	# <CJK>
0xC3F9	0x9E23	# <CJK>
0xC3FA	0x94ED	# <CJK>
0xC3FB	0x540D	# <CJK>
0xC3FC	0x547D	# <CJK>
0xC3FD	0x8C2C	# <CJK>
0xC3FE	0x6478	# <CJK>
0xC4A1	0x6479	# <CJK>
0xC4A2	0x8611	# <CJK>
0xC4A3	0x6A21	# <CJK>
0xC4A4	0x819C	# <CJK>
0xC4A5	0x78E8	# <CJK>
0xC4A6	0x6469	# <CJK>
0xC4A7	0x9B54	# <CJK>
0xC4A8	0x62B9	# <CJK>
0xC4A9	0x672B	# <CJK>
0xC4AA	0x83AB	# <CJK>
0xC4AB	0x58A8	# <CJK>
0xC4AC	0x9ED8	# <CJK>
0xC4AD	0x6CAB	# <CJK>
0xC4AE	0x6F20	# <CJK>
0xC4AF	0x5BDE	# <CJK>
0xC4B0	0x964C	# <CJK>
0xC4B1	0x8C0B	# <CJK>
0xC4B2	0x725F	# <CJK>
0xC4B3	0x67D0	# <CJK>
0xC4B4	0x62C7	# <CJK>
0xC4B5	0x7261	# <CJK>
0xC4B6	0x4EA9	# <CJK>
0xC4B7	0x59C6	# <CJK>
0xC4B8	0x6BCD	# <CJK>
0xC4B9	0x5893	# <CJK>
0xC4BA	0x66AE	# <CJK>
0xC4BB	0x5E55	# <CJK>
0xC4BC	0x52DF	# <CJK>
0xC4BD	0x6155	# <CJK>
0xC4BE	0x6728	# <CJK>
0xC4BF	0x76EE	# <CJK>
0xC4C0	0x7766	# <CJK>
0xC4C1	0x7267	# <CJK>
0xC4C2	0x7A46	# <CJK>
0xC4C3	0x62FF	# <CJK>
0xC4C4	0x54EA	# <CJK>
0xC4C5	0x5450	# <CJK>
0xC4C6	0x94A0	# <CJK>
0xC4C7	0x90A3	# <CJK>
0xC4C8	0x5A1C	# <CJK>
0xC4C9	0x7EB3	# <CJK>
0xC4CA	0x6C16	# <CJK>
0xC4CB	0x4E43	# <CJK>
0xC4CC	0x5976	# <CJK>
0xC4CD	0x8010	# <CJK>
0xC4CE	0x5948	# <CJK>
0xC4CF	0x5357	# <CJK>
0xC4D0	0x7537	# <CJK>
0xC4D1	0x96BE	# <CJK>
0xC4D2	0x56CA	# <CJK>
0xC4D3	0x6320	# <CJK>
0xC4D4	0x8111	# <CJK>
0xC4D5	0x607C	# <CJK>
0xC4D6	0x95F9	# <CJK>
0xC4D7	0x6DD6	# <CJK>
0xC4D8	0x5462	# <CJK>
0xC4D9	0x9981	# <CJK>
0xC4DA	0x5185	# <CJK>
0xC4DB	0x5AE9	# <CJK>
0xC4DC	0x80FD	# <CJK>
0xC4DD	0x59AE	# <CJK>
0xC4DE	0x9713	# <CJK>
0xC4DF	0x502A	# <CJK>
0xC4E0	0x6CE5	# <CJK>
0xC4E1	0x5C3C	# <CJK>
0xC4E2	0x62DF	# <CJK>
0xC4E3	0x4F60	# <CJK>
0xC4E4	0x533F	# <CJK>
0xC4E5	0x817B	# <CJK>
0xC4E6	0x9006	# <CJK>
0xC4E7	0x6EBA	# <CJK>
0xC4E8	0x852B	# <CJK>
0xC4E9	0x62C8	# <CJK>
0xC4EA	0x5E74	# <CJK>
0xC4EB	0x78BE	# <CJK>
0xC4EC	0x64B5	# <CJK>
0xC4ED	0x637B	# <CJK>
0xC4EE	0x5FF5	# <CJK>
0xC4EF	0x5A18	# <CJK>
0xC4F0	0x917F	# <CJK>
0xC4F1	0x9E1F	# <CJK>
0xC4F2	0x5C3F	# <CJK>
0xC4F3	0x634F	# <CJK>
0xC4F4	0x8042	# <CJK>
0xC4F5	0x5B7D	# <CJK>
0xC4F6	0x556E	# <CJK>
0xC4F7	0x954A	# <CJK>
0xC4F8	0x954D	# <CJK>
0xC4F9	0x6D85	# <CJK>
0xC4FA	0x60A8	# <CJK>
0xC4FB	0x67E0	# <CJK>
0xC4FC	0x72DE	# <CJK>
0xC4FD	0x51DD	# <CJK>
0xC4FE	0x5B81	# <CJK>
0xC5A1	0x62E7	# <CJK>
0xC5A2	0x6CDE	# <CJK>
0xC5A3	0x725B	# <CJK>
0xC5A4	0x626D	# <CJK>
0xC5A5	0x94AE	# <CJK>
0xC5A6	0x7EBD	# <CJK>
0xC5A7	0x8113	# <CJK>
0xC5A8	0x6D53	# <CJK>
0xC5A9	0x519C	# <CJK>
0xC5AA	0x5F04	# <CJK>
0xC5AB	0x5974	# <CJK>
0xC5AC	0x52AA	# <CJK>
0xC5AD	0x6012	# <CJK>
0xC5AE	0x5973	# <CJK>
0xC5AF	0x6696	# <CJK>
0xC5B0	0x8650	# <CJK>
0xC5B1	0x759F	# <CJK>
0xC5B2	0x632A	# <CJK>
0xC5B3	0x61E6	# <CJK>
0xC5B4	0x7CEF	# <CJK>
0xC5B5	0x8BFA	# <CJK>
0xC5B6	0x54E6	# <CJK>
0xC5B7	0x6B27	# <CJK>
0xC5B8	0x9E25	# <CJK>
0xC5B9	0x6BB4	# <CJK>
0xC5BA	0x85D5	# <CJK>
0xC5BB	0x5455	# <CJK>
0xC5BC	0x5076	# <CJK>
0xC5BD	0x6CA4	# <CJK>
0xC5BE	0x556A	# <CJK>
0xC5BF	0x8DB4	# <CJK>
0xC5C0	0x722C	# <CJK>
0xC5C1	0x5E15	# <CJK>
0xC5C2	0x6015	# <CJK>
0xC5C3	0x7436	# <CJK>
0xC5C4	0x62CD	# <CJK>
0xC5C5	0x6392	# <CJK>
0xC5C6	0x724C	# <CJK>
0xC5C7	0x5F98	# <CJK>
0xC5C8	0x6E43	# <CJK>
0xC5C9	0x6D3E	# <CJK>
0xC5CA	0x6500	# <CJK>
0xC5CB	0x6F58	# <CJK>
0xC5CC	0x76D8	# <CJK>
0xC5CD	0x78D0	# <CJK>
0xC5CE	0x76FC	# <CJK>
0xC5CF	0x7554	# <CJK>
0xC5D0	0x5224	# <CJK>
0xC5D1	0x53DB	# <CJK>
0xC5D2	0x4E53	# <CJK>
0xC5D3	0x5E9E	# <CJK>
0xC5D4	0x65C1	# <CJK>
0xC5D5	0x802A	# <CJK>
0xC5D6	0x80D6	# <CJK>
0xC5D7	0x629B	# <CJK>
0xC5D8	0x5486	# <CJK>
0xC5D9	0x5228	# <CJK>
0xC5DA	0x70AE	# <CJK>
0xC5DB	0x888D	# <CJK>
0xC5DC	0x8DD1	# <CJK>
0xC5DD	0x6CE1	# <CJK>
0xC5DE	0x5478	# <CJK>
0xC5DF	0x80DA	# <CJK>
0xC5E0	0x57F9	# <CJK>
0xC5E1	0x88F4	# <CJK>
0xC5E2	0x8D54	# <CJK>
0xC5E3	0x966A	# <CJK>
0xC5E4	0x914D	# <CJK>
0xC5E5	0x4F69	# <CJK>
0xC5E6	0x6C9B	# <CJK>
0xC5E7	0x55B7	# <CJK>
0xC5E8	0x76C6	# <CJK>
0xC5E9	0x7830	# <CJK>
0xC5EA	0x62A8	# <CJK>
0xC5EB	0x70F9	# <CJK>
0xC5EC	0x6F8E	# <CJK>
0xC5ED	0x5F6D	# <CJK>
0xC5EE	0x84EC	# <CJK>
0xC5EF	0x68DA	# <CJK>
0xC5F0	0x787C	# <CJK>
0xC5F1	0x7BF7	# <CJK>
0xC5F2	0x81A8	# <CJK>
0xC5F3	0x670B	# <CJK>
0xC5F4	0x9E4F	# <CJK>
0xC5F5	0x6367	# <CJK>
0xC5F6	0x78B0	# <CJK>
0xC5F7	0x576F	# <CJK>
0xC5F8	0x7812	# <CJK>
0xC5F9	0x9739	# <CJK>
0xC5FA	0x6279	# <CJK>
0xC5FB	0x62AB	# <CJK>
0xC5FC	0x5288	# <CJK>
0xC5FD	0x7435	# <CJK>
0xC5FE	0x6BD7	# <CJK>
0xC6A1	0x5564	# <CJK>
0xC6A2	0x813E	# <CJK>
0xC6A3	0x75B2	# <CJK>
0xC6A4	0x76AE	# <CJK>
0xC6A5	0x5339	# <CJK>
0xC6A6	0x75DE	# <CJK>
0xC6A7	0x50FB	# <CJK>
0xC6A8	0x5C41	# <CJK>
0xC6A9	0x8B6C	# <CJK>
0xC6AA	0x7BC7	# <CJK>
0xC6AB	0x504F	# <CJK>
0xC6AC	0x7247	# <CJK>
0xC6AD	0x9A97	# <CJK>
0xC6AE	0x98D8	# <CJK>
0xC6AF	0x6F02	# <CJK>
0xC6B0	0x74E2	# <CJK>
0xC6B1	0x7968	# <CJK>
0xC6B2	0x6487	# <CJK>
0xC6B3	0x77A5	# <CJK>
0xC6B4	0x62FC	# <CJK>
0xC6B5	0x9891	# <CJK>
0xC6B6	0x8D2B	# <CJK>
0xC6B7	0x54C1	# <CJK>
0xC6B8	0x8058	# <CJK>
0xC6B9	0x4E52	# <CJK>
0xC6BA	0x576A	# <CJK>
0xC6BB	0x82F9	# <CJK>
0xC6BC	0x840D	# <CJK>
0xC6BD	0x5E73	# <CJK>
0xC6BE	0x51ED	# <CJK>
0xC6BF	0x74F6	# <CJK>
0xC6C0	0x8BC4	# <CJK>
0xC6C1	0x5C4F	# <CJK>
0xC6C2	0x5761	# <CJK>
0xC6C3	0x6CFC	# <CJK>
0xC6C4	0x9887	# <CJK>
0xC6C5	0x5A46	# <CJK>
0xC6C6	0x7834	# <CJK>
0xC6C7	0x9B44	# <CJK>
0xC6C8	0x8FEB	# <CJK>
0xC6C9	0x7C95	# <CJK>
0xC6CA	0x5256	# <CJK>
0xC6CB	0x6251	# <CJK>
0xC6CC	0x94FA	# <CJK>
0xC6CD	0x4EC6	# <CJK>
0xC6CE	0x8386	# <CJK>
0xC6CF	0x8461	# <CJK>
0xC6D0	0x83E9	# <CJK>
0xC6D1	0x84B2	# <CJK>
0xC6D2	0x57D4	# <CJK>
0xC6D3	0x6734	# <CJK>
0xC6D4	0x5703	# <CJK>
0xC6D5	0x666E	# <CJK>
0xC6D6	0x6D66	# <CJK>
0xC6D7	0x8C31	# <CJK>
0xC6D8	0x66DD	# <CJK>
0xC6D9	0x7011	# <CJK>
0xC6DA	0x671F	# <CJK>
0xC6DB	0x6B3A	# <CJK>
0xC6DC	0x6816	# <CJK>
0xC6DD	0x621A	# <CJK>
0xC6DE	0x59BB	# <CJK>
0xC6DF	0x4E03	# <CJK>
0xC6E0	0x51C4	# <CJK>
0xC6E1	0x6F06	# <CJK>
0xC6E2	0x67D2	# <CJK>
0xC6E3	0x6C8F	# <CJK>
0xC6E4	0x5176	# <CJK>
0xC6E5	0x68CB	# <CJK>
0xC6E6	0x5947	# <CJK>
0xC6E7	0x6B67	# <CJK>
0xC6E8	0x7566	# <CJK>
0xC6E9	0x5D0E	# <CJK>
0xC6EA	0x8110	# <CJK>
0xC6EB	0x9F50	# <CJK>
0xC6EC	0x65D7	# <CJK>
0xC6ED	0x7948	# <CJK>
0xC6EE	0x7941	# <CJK>
0xC6EF	0x9A91	# <CJK>
0xC6F0	0x8D77	# <CJK>
0xC6F1	0x5C82	# <CJK>
0xC6F2	0x4E5E	# <CJK>
0xC6F3	0x4F01	# <CJK>
0xC6F4	0x542F	# <CJK>
0xC6F5	0x5951	# <CJK>
0xC6F6	0x780C	# <CJK>
0xC6F7	0x5668	# <CJK>
0xC6F8	0x6C14	# <CJK>
0xC6F9	0x8FC4	# <CJK>
0xC6FA	0x5F03	# <CJK>
0xC6FB	0x6C7D	# <CJK>
0xC6FC	0x6CE3	# <CJK>
0xC6FD	0x8BAB	# <CJK>
0xC6FE	0x6390	# <CJK>
0xC7A1	0x6070	# <CJK>
0xC7A2	0x6D3D	# <CJK>
0xC7A3	0x7275	# <CJK>
0xC7A4	0x6266	# <CJK>
0xC7A5	0x948E	# <CJK>
0xC7A6	0x94C5	# <CJK>
0xC7A7	0x5343	# <CJK>
0xC7A8	0x8FC1	# <CJK>
0xC7A9	0x7B7E	# <CJK>
0xC7AA	0x4EDF	# <CJK>
0xC7AB	0x8C26	# <CJK>
0xC7AC	0x4E7E	# <CJK>
0xC7AD	0x9ED4	# <CJK>
0xC7AE	0x94B1	# <CJK>
0xC7AF	0x94B3	# <CJK>
0xC7B0	0x524D	# <CJK>
0xC7B1	0x6F5C	# <CJK>
0xC7B2	0x9063	# <CJK>
0xC7B3	0x6D45	# <CJK>
0xC7B4	0x8C34	# <CJK>
0xC7B5	0x5811	# <CJK>
0xC7B6	0x5D4C	# <CJK>
0xC7B7	0x6B20	# <CJK>
0xC7B8	0x6B49	# <CJK>
0xC7B9	0x67AA	# <CJK>
0xC7BA	0x545B	# <CJK>
0xC7BB	0x8154	# <CJK>
0xC7BC	0x7F8C	# <CJK>
0xC7BD	0x5899	# <CJK>
0xC7BE	0x8537	# <CJK>
0xC7BF	0x5F3A	# <CJK>
0xC7C0	0x62A2	# <CJK>
0xC7C1	0x6A47	# <CJK>
0xC7C2	0x9539	# <CJK>
0xC7C3	0x6572	# <CJK>
0xC7C4	0x6084	# <CJK>
0xC7C5	0x6865	# <CJK>
0xC7C6	0x77A7	# <CJK>
0xC7C7	0x4E54	# <CJK>
0xC7C8	0x4FA8	# <CJK>
0xC7C9	0x5DE7	# <CJK>
0xC7CA	0x9798	# <CJK>
0xC7CB	0x64AC	# <CJK>
0xC7CC	0x7FD8	# <CJK>
0xC7CD	0x5CED	# <CJK>
0xC7CE	0x4FCF	# <CJK>
0xC7CF	0x7A8D	# <CJK>
0xC7D0	0x5207	# <CJK>
0xC7D1	0x8304	# <CJK>
0xC7D2	0x4E14	# <CJK>
0xC7D3	0x602F	# <CJK>
0xC7D4	0x7A83	# <CJK>
0xC7D5	0x94A6	# <CJK>
0xC7D6	0x4FB5	# <CJK>
0xC7D7	0x4EB2	# <CJK>
0xC7D8	0x79E6	# <CJK>
0xC7D9	0x7434	# <CJK>
0xC7DA	0x52E4	# <CJK>
0xC7DB	0x82B9	# <CJK>
0xC7DC	0x64D2	# <CJK>
0xC7DD	0x79BD	# <CJK>
0xC7DE	0x5BDD	# <CJK>
0xC7DF	0x6C81	# <CJK>
0xC7E0	0x9752	# <CJK>
0xC7E1	0x8F7B	# <CJK>
0xC7E2	0x6C22	# <CJK>
0xC7E3	0x503E	# <CJK>
0xC7E4	0x537F	# <CJK>
0xC7E5	0x6E05	# <CJK>
0xC7E6	0x64CE	# <CJK>
0xC7E7	0x6674	# <CJK>
0xC7E8	0x6C30	# <CJK>
0xC7E9	0x60C5	# <CJK>
0xC7EA	0x9877	# <CJK>
0xC7EB	0x8BF7	# <CJK>
0xC7EC	0x5E86	# <CJK>
0xC7ED	0x743C	# <CJK>
0xC7EE	0x7A77	# <CJK>
0xC7EF	0x79CB	# <CJK>
0xC7F0	0x4E18	# <CJK>
0xC7F1	0x90B1	# <CJK>
0xC7F2	0x7403	# <CJK>
0xC7F3	0x6C42	# <CJK>
0xC7F4	0x56DA	# <CJK>
0xC7F5	0x914B	# <CJK>
0xC7F6	0x6CC5	# <CJK>
0xC7F7	0x8D8B	# <CJK>
0xC7F8	0x533A	# <CJK>
0xC7F9	0x86C6	# <CJK>
0xC7FA	0x66F2	# <CJK>
0xC7FB	0x8EAF	# <CJK>
0xC7FC	0x5C48	# <CJK>
0xC7FD	0x9A71	# <CJK>
0xC7FE	0x6E20	# <CJK>
0xC8A1	0x53D6	# <CJK>
0xC8A2	0x5A36	# <CJK>
0xC8A3	0x9F8B	# <CJK>
0xC8A4	0x8DA3	# <CJK>
0xC8A5	0x53BB	# <CJK>
0xC8A6	0x5708	# <CJK>
0xC8A7	0x98A7	# <CJK>
0xC8A8	0x6743	# <CJK>
0xC8A9	0x919B	# <CJK>
0xC8AA	0x6CC9	# <CJK>
0xC8AB	0x5168	# <CJK>
0xC8AC	0x75CA	# <CJK>
0xC8AD	0x62F3	# <CJK>
0xC8AE	0x72AC	# <CJK>
0xC8AF	0x5238	# <CJK>
0xC8B0	0x529D	# <CJK>
0xC8B1	0x7F3A	# <CJK>
0xC8B2	0x7094	# <CJK>
0xC8B3	0x7638	# <CJK>
0xC8B4	0x5374	# <CJK>
0xC8B5	0x9E4A	# <CJK>
0xC8B6	0x69B7	# <CJK>
0xC8B7	0x786E	# <CJK>
0xC8B8	0x96C0	# <CJK>
0xC8B9	0x88D9	# <CJK>
0xC8BA	0x7FA4	# <CJK>
0xC8BB	0x7136	# <CJK>
0xC8BC	0x71C3	# <CJK>
0xC8BD	0x5189	# <CJK>
0xC8BE	0x67D3	# <CJK>
0xC8BF	0x74E4	# <CJK>
0xC8C0	0x58E4	# <CJK>
0xC8C1	0x6518	# <CJK>
0xC8C2	0x56B7	# <CJK>
0xC8C3	0x8BA9	# <CJK>
0xC8C4	0x9976	# <CJK>
0xC8C5	0x6270	# <CJK>
0xC8C6	0x7ED5	# <CJK>
0xC8C7	0x60F9	# <CJK>
0xC8C8	0x70ED	# <CJK>
0xC8C9	0x58EC	# <CJK>
0xC8CA	0x4EC1	# <CJK>
0xC8CB	0x4EBA	# <CJK>
0xC8CC	0x5FCD	# <CJK>
0xC8CD	0x97E7	# <CJK>
0xC8CE	0x4EFB	# <CJK>
0xC8CF	0x8BA4	# <CJK>
0xC8D0	0x5203	# <CJK>
0xC8D1	0x598A	# <CJK>
0xC8D2	0x7EAB	# <CJK>
0xC8D3	0x6254	# <CJK>
0xC8D4	0x4ECD	# <CJK>
0xC8D5	0x65E5	# <CJK>
0xC8D6	0x620E	# <CJK>
0xC8D7	0x8338	# <CJK>
0xC8D8	0x84C9	# <CJK>
0xC8D9	0x8363	# <CJK>
0xC8DA	0x878D	# <CJK>
0xC8DB	0x7194	# <CJK>
0xC8DC	0x6EB6	# <CJK>
0xC8DD	0x5BB9	# <CJK>
0xC8DE	0x7ED2	# <CJK>
0xC8DF	0x5197	# <CJK>
0xC8E0	0x63C9	# <CJK>
0xC8E1	0x67D4	# <CJK>
0xC8E2	0x8089	# <CJK>
0xC8E3	0x8339	# <CJK>
0xC8E4	0x8815	# <CJK>
0xC8E5	0x5112	# <CJK>
0xC8E6	0x5B7A	# <CJK>
0xC8E7	0x5982	# <CJK>
0xC8E8	0x8FB1	# <CJK>
0xC8E9	0x4E73	# <CJK>
0xC8EA	0x6C5D	# <CJK>
0xC8EB	0x5165	# <CJK>
0xC8EC	0x8925	# <CJK>
0xC8ED	0x8F6F	# <CJK>
0xC8EE	0x962E	# <CJK>
0xC8EF	0x854A	# <CJK>
0xC8F0	0x745E	# <CJK>
0xC8F1	0x9510	# <CJK>
0xC8F2	0x95F0	# <CJK>
0xC8F3	0x6DA6	# <CJK>
0xC8F4	0x82E5	# <CJK>
0xC8F5	0x5F31	# <CJK>
0xC8F6	0x6492	# <CJK>
0xC8F7	0x6D12	# <CJK>
0xC8F8	0x8428	# <CJK>
0xC8F9	0x816E	# <CJK>
0xC8FA	0x9CC3	# <CJK>
0xC8FB	0x585E	# <CJK>
0xC8FC	0x8D5B	# <CJK>
0xC8FD	0x4E09	# <CJK>
0xC8FE	0x53C1	# <CJK>
0xC9A1	0x4F1E	# <CJK>
0xC9A2	0x6563	# <CJK>
0xC9A3	0x6851	# <CJK>
0xC9A4	0x55D3	# <CJK>
0xC9A5	0x4E27	# <CJK>
0xC9A6	0x6414	# <CJK>
0xC9A7	0x9A9A	# <CJK>
0xC9A8	0x626B	# <CJK>
0xC9A9	0x5AC2	# <CJK>
0xC9AA	0x745F	# <CJK>
0xC9AB	0x8272	# <CJK>
0xC9AC	0x6DA9	# <CJK>
0xC9AD	0x68EE	# <CJK>
0xC9AE	0x50E7	# <CJK>
0xC9AF	0x838E	# <CJK>
0xC9B0	0x7802	# <CJK>
0xC9B1	0x6740	# <CJK>
0xC9B2	0x5239	# <CJK>
0xC9B3	0x6C99	# <CJK>
0xC9B4	0x7EB1	# <CJK>
0xC9B5	0x50BB	# <CJK>
0xC9B6	0x5565	# <CJK>
0xC9B7	0x715E	# <CJK>
0xC9B8	0x7B5B	# <CJK>
0xC9B9	0x6652	# <CJK>
0xC9BA	0x73CA	# <CJK>
0xC9BB	0x82EB	# <CJK>
0xC9BC	0x6749	# <CJK>
0xC9BD	0x5C71	# <CJK>
0xC9BE	0x5220	# <CJK>
0xC9BF	0x717D	# <CJK>
0xC9C0	0x886B	# <CJK>
0xC9C1	0x95EA	# <CJK>
0xC9C2	0x9655	# <CJK>
0xC9C3	0x64C5	# <CJK>
0xC9C4	0x8D61	# <CJK>
0xC9C5	0x81B3	# <CJK>
0xC9C6	0x5584	# <CJK>
