#
# $FreeBSD$
#
#    Name:     cp949 to Unicode table
#    Unicode version: 2.0
#    Table version: 2.01
#    Table format:  Format A
#    Date:          1/7/2000
#
#    Contact:       Shawn.Steele@microsoft.com
#
#    General notes: none
#
#    Format: Three tab-separated columns
#        Column #1 is the cp949 code (in hex)
#        Column #2 is the Unicode (in hex as 0xXXXX)
#        Column #3 is the Unicode name (follows a comment sign, '#')
#
#    The entries are in cp949 order
#
0x00	0x0000	#NULL
0x824C	0xAD22	#HANGUL SYLLABLE KIYEOK WAE RIEULMIEUM
0x824D	0xAD23	#HANGUL SYLLABLE KIYEOK WAE RIEULPIEUP
0x824E	0xAD24	#HANGUL SYLLABLE KIYEOK WAE RIEULSIOS
0x824F	0xAD25	#HANGUL SYLLABLE KIYEOK WAE RIEULTHIEUTH
0x8250	0xAD26	#HANGUL SYLLABLE KIYEOK WAE RIEULPHIEUPH
0x8251	0xAD27	#HANGUL SYLLABLE KIYEOK WAE RIEULHIEUH
0x8252	0xAD28	#HANGUL SYLLABLE KIYEOK WAE MIEUM
0x8253	0xAD2A	#HANGUL SYLLABLE KIYEOK WAE PIEUPSIOS
0x8254	0xAD2B	#HANGUL SYLLABLE KIYEOK WAE SIOS
0x8255	0xAD2E	#HANGUL SYLLABLE KIYEOK WAE CIEUC
0x8256	0xAD2F	#HANGUL SYLLABLE KIYEOK WAE CHIEUCH
0x8257	0xAD30	#HANGUL SYLLABLE KIYEOK WAE KHIEUKH
0x8258	0xAD31	#HANGUL SYLLABLE KIYEOK WAE THIEUTH
0x8259	0xAD32	#HANGUL SYLLABLE KIYEOK WAE PHIEUPH
0x825A	0xAD33	#HANGUL SYLLABLE KIYEOK WAE HIEUH
0x8261	0xAD36	#HANGUL SYLLABLE KIYEOK OE SSANGKIYEOK
0x8262	0xAD37	#HANGUL SYLLABLE KIYEOK OE KIYEOKSIOS
0x8263	0xAD39	#HANGUL SYLLABLE KIYEOK OE NIEUNCIEUC
0x8264	0xAD3A	#HANGUL SYLLABLE KIYEOK OE NIEUNHIEUH
0x8265	0xAD3B	#HANGUL SYLLABLE KIYEOK OE TIKEUT
0x8266	0xAD3D	#HANGUL SYLLABLE KIYEOK OE RIEULKIYEOK
0x8267	0xAD3E	#HANGUL SYLLABLE KIYEOK OE RIEULMIEUM
0x8268	0xAD3F	#HANGUL SYLLABLE KIYEOK OE RIEULPIEUP
0x8269	0xAD40	#HANGUL SYLLABLE KIYEOK OE RIEULSIOS
0x826A	0xAD41	#HANGUL SYLLABLE KIYEOK OE RIEULTHIEUTH
0x826B	0xAD42	#HANGUL SYLLABLE KIYEOK OE RIEULPHIEUPH
0x826C	0xAD43	#HANGUL SYLLABLE KIYEOK OE RIEULHIEUH
0x826D	0xAD46	#HANGUL SYLLABLE KIYEOK OE PIEUPSIOS
0x826E	0xAD48	#HANGUL SYLLABLE KIYEOK OE SSANGSIOS
0x826F	0xAD4A	#HANGUL SYLLABLE KIYEOK OE CIEUC
0x8270	0xAD4B	#HANGUL SYLLABLE KIYEOK OE CHIEUCH
0x8271	0xAD4C	#HANGUL SYLLABLE KIYEOK OE KHIEUKH
0x8272	0xAD4D	#HANGUL SYLLABLE KIYEOK OE THIEUTH
0x8273	0xAD4E	#HANGUL SYLLABLE KIYEOK OE PHIEUPH
0x8274	0xAD4F	#HANGUL SYLLABLE KIYEOK OE HIEUH
0x8275	0xAD51	#HANGUL SYLLABLE KIYEOK YO KIYEOK
0x8276	0xAD52	#HANGUL SYLLABLE KIYEOK YO SSANGKIYEOK
0x8277	0xAD53	#HANGUL SYLLABLE KIYEOK YO KIYEOKSIOS
0x8278	0xAD55	#HANGUL SYLLABLE KIYEOK YO NIEUNCIEUC
0x8279	0xAD56	#HANGUL SYLLABLE KIYEOK YO NIEUNHIEUH
0x827A	0xAD57	#HANGUL SYLLABLE KIYEOK YO TIKEUT
0x8281	0xAD59	#HANGUL SYLLABLE KIYEOK YO RIEULKIYEOK
0x8282	0xAD5A	#HANGUL SYLLABLE KIYEOK YO RIEULMIEUM
0x8283	0xAD5B	#HANGUL SYLLABLE KIYEOK YO RIEULPIEUP
0x8284	0xAD5C	#HANGUL SYLLABLE KIYEOK YO RIEULSIOS
0x8285	0xAD5D	#HANGUL SYLLABLE KIYEOK YO RIEULTHIEUTH
0x8286	0xAD5E	#HANGUL SYLLABLE KIYEOK YO RIEULPHIEUPH
0x8287	0xAD5F	#HANGUL SYLLABLE KIYEOK YO RIEULHIEUH
0x8288	0xAD60	#HANGUL SYLLABLE KIYEOK YO MIEUM
0x8289	0xAD62	#HANGUL SYLLABLE KIYEOK YO PIEUPSIOS
0x828A	0xAD64	#HANGUL SYLLABLE KIYEOK YO SSANGSIOS
0x828B	0xAD65	#HANGUL SYLLABLE KIYEOK YO IEUNG
0x828C	0xAD66	#HANGUL SYLLABLE KIYEOK YO CIEUC
0x828D	0xAD67	#HANGUL SYLLABLE KIYEOK YO CHIEUCH
0x828E	0xAD68	#HANGUL SYLLABLE KIYEOK YO KHIEUKH
0x828F	0xAD69	#HANGUL SYLLABLE KIYEOK YO THIEUTH
0x8290	0xAD6A	#HANGUL SYLLABLE KIYEOK YO PHIEUPH
0x8291	0xAD6B	#HANGUL SYLLABLE KIYEOK YO HIEUH
0x8292	0xAD6E	#HANGUL SYLLABLE KIYEOK U SSANGKIYEOK
0x8293	0xAD6F	#HANGUL SYLLABLE KIYEOK U KIYEOKSIOS
0x8294	0xAD71	#HANGUL SYLLABLE KIYEOK U NIEUNCIEUC
0x8295	0xAD72	#HANGUL SYLLABLE KIYEOK U NIEUNHIEUH
0x8296	0xAD77	#HANGUL SYLLABLE KIYEOK U RIEULPIEUP
0x8297	0xAD78	#HANGUL SYLLABLE KIYEOK U RIEULSIOS
0x8298	0xAD79	#HANGUL SYLLABLE KIYEOK U RIEULTHIEUTH
0x8299	0xAD7A	#HANGUL SYLLABLE KIYEOK U RIEULPHIEUPH
0x829A	0xAD7E	#HANGUL SYLLABLE KIYEOK U PIEUPSIOS
0x829B	0xAD80	#HANGUL SYLLABLE KIYEOK U SSANGSIOS
0x829C	0xAD83	#HANGUL SYLLABLE KIYEOK U CHIEUCH
0x829D	0xAD84	#HANGUL SYLLABLE KIYEOK U KHIEUKH
0x829E	0xAD85	#HANGUL SYLLABLE KIYEOK U THIEUTH
0x829F	0xAD86	#HANGUL SYLLABLE KIYEOK U PHIEUPH
0x82A0	0xAD87	#HANGUL SYLLABLE KIYEOK U HIEUH
0x82A1	0xAD8A	#HANGUL SYLLABLE KIYEOK WEO SSANGKIYEOK
0x82A2	0xAD8B	#HANGUL SYLLABLE KIYEOK WEO KIYEOKSIOS
0x82A3	0xAD8D	#HANGUL SYLLABLE KIYEOK WEO NIEUNCIEUC
0x82A4	0xAD8E	#HANGUL SYLLABLE KIYEOK WEO NIEUNHIEUH
0x82A5	0xAD8F	#HANGUL SYLLABLE KIYEOK WEO TIKEUT
0x82A6	0xAD91	#HANGUL SYLLABLE KIYEOK WEO RIEULKIYEOK
0x82A7	0xAD92	#HANGUL SYLLABLE KIYEOK WEO RIEULMIEUM
0x82A8	0xAD93	#HANGUL SYLLABLE KIYEOK WEO RIEULPIEUP
0x82A9	0xAD94	#HANGUL SYLLABLE KIYEOK WEO RIEULSIOS
0x82AA	0xAD95	#HANGUL SYLLABLE KIYEOK WEO RIEULTHIEUTH
0x82AB	0xAD96	#HANGUL SYLLABLE KIYEOK WEO RIEULPHIEUPH
0x82AC	0xAD97	#HANGUL SYLLABLE KIYEOK WEO RIEULHIEUH
0x82AD	0xAD98	#HANGUL SYLLABLE KIYEOK WEO MIEUM
0x82AE	0xAD99	#HANGUL SYLLABLE KIYEOK WEO PIEUP
0x82AF	0xAD9A	#HANGUL SYLLABLE KIYEOK WEO PIEUPSIOS
0x82B0	0xAD9B	#HANGUL SYLLABLE KIYEOK WEO SIOS
0x82B1	0xAD9E	#HANGUL SYLLABLE KIYEOK WEO CIEUC
0x82B2	0xAD9F	#HANGUL SYLLABLE KIYEOK WEO CHIEUCH
0x82B3	0xADA0	#HANGUL SYLLABLE KIYEOK WEO KHIEUKH
0x82B4	0xADA1	#HANGUL SYLLABLE KIYEOK WEO THIEUTH
0x82B5	0xADA2	#HANGUL SYLLABLE KIYEOK WEO PHIEUPH
0x82B6	0xADA3	#HANGUL SYLLABLE KIYEOK WEO HIEUH
0x82B7	0xADA5	#HANGUL SYLLABLE KIYEOK WE KIYEOK
0x82B8	0xADA6	#HANGUL SYLLABLE KIYEOK WE SSANGKIYEOK
0x82B9	0xADA7	#HANGUL SYLLABLE KIYEOK WE KIYEOKSIOS
0x82BA	0xADA8	#HANGUL SYLLABLE KIYEOK WE NIEUN
0x82BB	0xADA9	#HANGUL SYLLABLE KIYEOK WE NIEUNCIEUC
0x82BC	0xADAA	#HANGUL SYLLABLE KIYEOK WE NIEUNHIEUH
0x82BD	0xADAB	#HANGUL SYLLABLE KIYEOK WE TIKEUT
0x82BE	0xADAC	#HANGUL SYLLABLE KIYEOK WE RIEUL
0x82BF	0xADAD	#HANGUL SYLLABLE KIYEOK WE RIEULKIYEOK
0x82C0	0xADAE	#HANGUL SYLLABLE KIYEOK WE RIEULMIEUM
0x82C1	0xADAF	#HANGUL SYLLABLE KIYEOK WE RIEULPIEUP
0x82C2	0xADB0	#HANGUL SYLLABLE KIYEOK WE RIEULSIOS
0x82C3	0xADB1	#HANGUL SYLLABLE KIYEOK WE RIEULTHIEUTH
0x82C4	0xADB2	#HANGUL SYLLABLE KIYEOK WE RIEULPHIEUPH
0x82C5	0xADB3	#HANGUL SYLLABLE KIYEOK WE RIEULHIEUH
0x82C6	0xADB4	#HANGUL SYLLABLE KIYEOK WE MIEUM
0x82C7	0xADB5	#HANGUL SYLLABLE KIYEOK WE PIEUP
0x82C8	0xADB6	#HANGUL SYLLABLE KIYEOK WE PIEUPSIOS
0x82C9	0xADB8	#HANGUL SYLLABLE KIYEOK WE SSANGSIOS
0x82CA	0xADB9	#HANGUL SYLLABLE KIYEOK WE IEUNG
0x82CB	0xADBA	#HANGUL SYLLABLE KIYEOK WE CIEUC
0x82CC	0xADBB	#HANGUL SYLLABLE KIYEOK WE CHIEUCH
0x82CD	0xADBC	#HANGUL SYLLABLE KIYEOK WE KHIEUKH
0x82CE	0xADBD	#HANGUL SYLLABLE KIYEOK WE THIEUTH
0x82CF	0xADBE	#HANGUL SYLLABLE KIYEOK WE PHIEUPH
0x82D0	0xADBF	#HANGUL SYLLABLE KIYEOK WE HIEUH
0x82D1	0xADC2	#HANGUL SYLLABLE KIYEOK WI SSANGKIYEOK
0x82D2	0xADC3	#HANGUL SYLLABLE KIYEOK WI KIYEOKSIOS
0x82D3	0xADC5	#HANGUL SYLLABLE KIYEOK WI NIEUNCIEUC
0x82D4	0xADC6	#HANGUL SYLLABLE KIYEOK WI NIEUNHIEUH
0x82D5	0xADC7	#HANGUL SYLLABLE KIYEOK WI TIKEUT
0x82D6	0xADC9	#HANGUL SYLLABLE KIYEOK WI RIEULKIYEOK
0x82D7	0xADCA	#HANGUL SYLLABLE KIYEOK WI RIEULMIEUM
0x82D8	0xADCB	#HANGUL SYLLABLE KIYEOK WI RIEULPIEUP
0x82D9	0xADCC	#HANGUL SYLLABLE KIYEOK WI RIEULSIOS
0x82DA	0xADCD	#HANGUL SYLLABLE KIYEOK WI RIEULTHIEUTH
0x82DB	0xADCE	#HANGUL SYLLABLE KIYEOK WI RIEULPHIEUPH
0x82DC	0xADCF	#HANGUL SYLLABLE KIYEOK WI RIEULHIEUH
0x82DD	0xADD2	#HANGUL SYLLABLE KIYEOK WI PIEUPSIOS
0x82DE	0xADD4	#HANGUL SYLLABLE KIYEOK WI SSANGSIOS
0x82DF	0xADD5	#HANGUL SYLLABLE KIYEOK WI IEUNG
0x82E0	0xADD6	#HANGUL SYLLABLE KIYEOK WI CIEUC
0x82E1	0xADD7	#HANGUL SYLLABLE KIYEOK WI CHIEUCH
0x82E2	0xADD8	#HANGUL SYLLABLE KIYEOK WI KHIEUKH
0x82E3	0xADD9	#HANGUL SYLLABLE KIYEOK WI THIEUTH
0x82E4	0xADDA	#HANGUL SYLLABLE KIYEOK WI PHIEUPH
0x82E5	0xADDB	#HANGUL SYLLABLE KIYEOK WI HIEUH
0x82E6	0xADDD	#HANGUL SYLLABLE KIYEOK YU KIYEOK
0x82E7	0xADDE	#HANGUL SYLLABLE KIYEOK YU SSANGKIYEOK
0x82E8	0xADDF	#HANGUL SYLLABLE KIYEOK YU KIYEOKSIOS
0x82E9	0xADE1	#HANGUL SYLLABLE KIYEOK YU NIEUNCIEUC
0x82EA	0xADE2	#HANGUL SYLLABLE KIYEOK YU NIEUNHIEUH
0x82EB	0xADE3	#HANGUL SYLLABLE KIYEOK YU TIKEUT
0x82EC	0xADE5	#HANGUL SYLLABLE KIYEOK YU RIEULKIYEOK
0x82ED	0xADE6	#HANGUL SYLLABLE KIYEOK YU RIEULMIEUM
0x82EE	0xADE7	#HANGUL SYLLABLE KIYEOK YU RIEULPIEUP
0x82EF	0xADE8	#HANGUL SYLLABLE KIYEOK YU RIEULSIOS
0x82F0	0xADE9	#HANGUL SYLLABLE KIYEOK YU RIEULTHIEUTH
0x82F1	0xADEA	#HANGUL SYLLABLE KIYEOK YU RIEULPHIEUPH
0x82F2	0xADEB	#HANGUL SYLLABLE KIYEOK YU RIEULHIEUH
0x82F3	0xADEC	#HANGUL SYLLABLE KIYEOK YU MIEUM
0x82F4	0xADED	#HANGUL SYLLABLE KIYEOK YU PIEUP
0x82F5	0xADEE	#HANGUL SYLLABLE KIYEOK YU PIEUPSIOS
0x82F6	0xADEF	#HANGUL SYLLABLE KIYEOK YU SIOS
0x82F7	0xADF0	#HANGUL SYLLABLE KIYEOK YU SSANGSIOS
0x82F8	0xADF1	#HANGUL SYLLABLE KIYEOK YU IEUNG
0x82F9	0xADF2	#HANGUL SYLLABLE KIYEOK YU CIEUC
0x82FA	0xADF3	#HANGUL SYLLABLE KIYEOK YU CHIEUCH
0x82FB	0xADF4	#HANGUL SYLLABLE KIYEOK YU KHIEUKH
0x82FC	0xADF5	#HANGUL SYLLABLE KIYEOK YU THIEUTH
0x82FD	0xADF6	#HANGUL SYLLABLE KIYEOK YU PHIEUPH
0x82FE	0xADF7	#HANGUL SYLLABLE KIYEOK YU HIEUH
0x8341	0xADFA	#HANGUL SYLLABLE KIYEOK EU SSANGKIYEOK
0x8342	0xADFB	#HANGUL SYLLABLE KIYEOK EU KIYEOKSIOS
0x8343	0xADFD	#HANGUL SYLLABLE KIYEOK EU NIEUNCIEUC
0x8344	0xADFE	#HANGUL SYLLABLE KIYEOK EU NIEUNHIEUH
0x8345	0xAE02	#HANGUL SYLLABLE KIYEOK EU RIEULMIEUM
0x8346	0xAE03	#HANGUL SYLLABLE KIYEOK EU RIEULPIEUP
0x8347	0xAE04	#HANGUL SYLLABLE KIYEOK EU RIEULSIOS
0x8348	0xAE05	#HANGUL SYLLABLE KIYEOK EU RIEULTHIEUTH
0x8349	0xAE06	#HANGUL SYLLABLE KIYEOK EU RIEULPHIEUPH
0x834A	0xAE07	#HANGUL SYLLABLE KIYEOK EU RIEULHIEUH
0x834B	0xAE0A	#HANGUL SYLLABLE KIYEOK EU PIEUPSIOS
0x834C	0xAE0C	#HANGUL SYLLABLE KIYEOK EU SSANGSIOS
0x834D	0xAE0E	#HANGUL SYLLABLE KIYEOK EU CIEUC
0x834E	0xAE0F	#HANGUL SYLLABLE KIYEOK EU CHIEUCH
0x834F	0xAE10	#HANGUL SYLLABLE KIYEOK EU KHIEUKH
0x8350	0xAE11	#HANGUL SYLLABLE KIYEOK EU THIEUTH
0x8351	0xAE12	#HANGUL SYLLABLE KIYEOK EU PHIEUPH
0x8352	0xAE13	#HANGUL SYLLABLE KIYEOK EU HIEUH
0x8353	0xAE15	#HANGUL SYLLABLE KIYEOK YI KIYEOK
0x8354	0xAE16	#HANGUL SYLLABLE KIYEOK YI SSANGKIYEOK
0x8355	0xAE17	#HANGUL SYLLABLE KIYEOK YI KIYEOKSIOS
0x8356	0xAE18	#HANGUL SYLLABLE KIYEOK YI NIEUN
0x8357	0xAE19	#HANGUL SYLLABLE KIYEOK YI NIEUNCIEUC
0x8358	0xAE1A	#HANGUL SYLLABLE KIYEOK YI NIEUNHIEUH
0x8359	0xAE1B	#HANGUL SYLLABLE KIYEOK YI TIKEUT
0x835A	0xAE1C	#HANGUL SYLLABLE KIYEOK YI RIEUL
0x8361	0xAE1D	#HANGUL SYLLABLE KIYEOK YI RIEULKIYEOK
0x8362	0xAE1E	#HANGUL SYLLABLE KIYEOK YI RIEULMIEUM
0x8363	0xAE1F	#HANGUL SYLLABLE KIYEOK YI RIEULPIEUP
0x8364	0xAE20	#HANGUL SYLLABLE KIYEOK YI RIEULSIOS
0x8365	0xAE21	#HANGUL SYLLABLE KIYEOK YI RIEULTHIEUTH
0x8366	0xAE22	#HANGUL SYLLABLE KIYEOK YI RIEULPHIEUPH
0x8367	0xAE23	#HANGUL SYLLABLE KIYEOK YI RIEULHIEUH
0x8368	0xAE24	#HANGUL SYLLABLE KIYEOK YI MIEUM
0x8369	0xAE25	#HANGUL SYLLABLE KIYEOK YI PIEUP
0x836A	0xAE26	#HANGUL SYLLABLE KIYEOK YI PIEUPSIOS
0x836B	0xAE27	#HANGUL SYLLABLE KIYEOK YI SIOS
0x836C	0xAE28	#HANGUL SYLLABLE KIYEOK YI SSANGSIOS
0x836D	0xAE29	#HANGUL SYLLABLE KIYEOK YI IEUNG
0x836E	0xAE2A	#HANGUL SYLLABLE KIYEOK YI CIEUC
0x836F	0xAE2B	#HANGUL SYLLABLE KIYEOK YI CHIEUCH
0x8370	0xAE2C	#HANGUL SYLLABLE KIYEOK YI KHIEUKH
0x8371	0xAE2D	#HANGUL SYLLABLE KIYEOK YI THIEUTH
0x8372	0xAE2E	#HANGUL SYLLABLE KIYEOK YI PHIEUPH
0x8373	0xAE2F	#HANGUL SYLLABLE KIYEOK YI HIEUH
0x8374	0xAE32	#HANGUL SYLLABLE KIYEOK I SSANGKIYEOK
0x8375	0xAE33	#HANGUL SYLLABLE KIYEOK I KIYEOKSIOS
0x8376	0xAE35	#HANGUL SYLLABLE KIYEOK I NIEUNCIEUC
0x8377	0xAE36	#HANGUL SYLLABLE KIYEOK I NIEUNHIEUH
0x8378	0xAE39	#HANGUL SYLLABLE KIYEOK I RIEULKIYEOK
0x8379	0xAE3B	#HANGUL SYLLABLE KIYEOK I RIEULPIEUP
0x837A	0xAE3C	#HANGUL SYLLABLE KIYEOK I RIEULSIOS
0x8381	0xAE3D	#HANGUL SYLLABLE KIYEOK I RIEULTHIEUTH
0x8382	0xAE3E	#HANGUL SYLLABLE KIYEOK I RIEULPHIEUPH
0x8383	0xAE3F	#HANGUL SYLLABLE KIYEOK I RIEULHIEUH
0x8384	0xAE42	#HANGUL SYLLABLE KIYEOK I PIEUPSIOS
0x8385	0xAE44	#HANGUL SYLLABLE KIYEOK I SSANGSIOS
0x8386	0xAE47	#HANGUL SYLLABLE KIYEOK I CHIEUCH
0x8387	0xAE48	#HANGUL SYLLABLE KIYEOK I KHIEUKH
0x8388	0xAE49	#HANGUL SYLLABLE KIYEOK I THIEUTH
0x8389	0xAE4B	#HANGUL SYLLABLE KIYEOK I HIEUH
0x838A	0xAE4F	#HANGUL SYLLABLE SSANGKIYEOK A KIYEOKSIOS
0x838B	0xAE51	#HANGUL SYLLABLE SSANGKIYEOK A NIEUNCIEUC
0x838C	0xAE52	#HANGUL SYLLABLE SSANGKIYEOK A NIEUNHIEUH
0x838D	0xAE53	#HANGUL SYLLABLE SSANGKIYEOK A TIKEUT
0x838E	0xAE55	#HANGUL SYLLABLE SSANGKIYEOK A RIEULKIYEOK
0x838F	0xAE57	#HANGUL SYLLABLE SSANGKIYEOK A RIEULPIEUP
0x8390	0xAE58	#HANGUL SYLLABLE SSANGKIYEOK A RIEULSIOS
0x8391	0xAE59	#HANGUL SYLLABLE SSANGKIYEOK A RIEULTHIEUTH
0x8392	0xAE5A	#HANGUL SYLLABLE SSANGKIYEOK A RIEULPHIEUPH
0x8393	0xAE5B	#HANGUL SYLLABLE SSANGKIYEOK A RIEULHIEUH
0x8394	0xAE5E	#HANGUL SYLLABLE SSANGKIYEOK A PIEUPSIOS
0x8395	0xAE62	#HANGUL SYLLABLE SSANGKIYEOK A CIEUC
0x8396	0xAE63	#HANGUL SYLLABLE SSANGKIYEOK A CHIEUCH
0x8397	0xAE64	#HANGUL SYLLABLE SSANGKIYEOK A KHIEUKH
0x8398	0xAE66	#HANGUL SYLLABLE SSANGKIYEOK A PHIEUPH
0x8399	0xAE67	#HANGUL SYLLABLE SSANGKIYEOK A HIEUH
0x839A	0xAE6A	#HANGUL SYLLABLE SSANGKIYEOK AE SSANGKIYEOK
0x839B	0xAE6B	#HANGUL SYLLABLE SSANGKIYEOK AE KIYEOKSIOS
0x839C	0xAE6D	#HANGUL SYLLABLE SSANGKIYEOK AE NIEUNCIEUC
0x839D	0xAE6E	#HANGUL SYLLABLE SSANGKIYEOK AE NIEUNHIEUH
0x839E	0xAE6F	#HANGUL SYLLABLE SSANGKIYEOK AE TIKEUT
0x839F	0xAE71	#HANGUL SYLLABLE SSANGKIYEOK AE RIEULKIYEOK
0x83A0	0xAE72	#HANGUL SYLLABLE SSANGKIYEOK AE RIEULMIEUM
0x83A1	0xAE73	#HANGUL SYLLABLE SSANGKIYEOK AE RIEULPIEUP
0x83A2	0xAE74	#HANGUL SYLLABLE SSANGKIYEOK AE RIEULSIOS
0x83A3	0xAE75	#HANGUL SYLLABLE SSANGKIYEOK AE RIEULTHIEUTH
0x83A4	0xAE76	#HANGUL SYLLABLE SSANGKIYEOK AE RIEULPHIEUPH
0x83A5	0xAE77	#HANGUL SYLLABLE SSANGKIYEOK AE RIEULHIEUH
0x83A6	0xAE7A	#HANGUL SYLLABLE SSANGKIYEOK AE PIEUPSIOS
0x83A7	0xAE7E	#HANGUL SYLLABLE SSANGKIYEOK AE CIEUC
0x83A8	0xAE7F	#HANGUL SYLLABLE SSANGKIYEOK AE CHIEUCH
0x83A9	0xAE80	#HANGUL SYLLABLE SSANGKIYEOK AE KHIEUKH
0x83AA	0xAE81	#HANGUL SYLLABLE SSANGKIYEOK AE THIEUTH
0x83AB	0xAE82	#HANGUL SYLLABLE SSANGKIYEOK AE PHIEUPH
0x83AC	0xAE83	#HANGUL SYLLABLE SSANGKIYEOK AE HIEUH
0x83AD	0xAE86	#HANGUL SYLLABLE SSANGKIYEOK YA SSANGKIYEOK
0x83AE	0xAE87	#HANGUL SYLLABLE SSANGKIYEOK YA KIYEOKSIOS
0x83AF	0xAE88	#HANGUL SYLLABLE SSANGKIYEOK YA NIEUN
0x83B0	0xAE89	#HANGUL SYLLABLE SSANGKIYEOK YA NIEUNCIEUC
0x83B1	0xAE8A	#HANGUL SYLLABLE SSANGKIYEOK YA NIEUNHIEUH
0x83B2	0xAE8B	#HANGUL SYLLABLE SSANGKIYEOK YA TIKEUT
0x83B3	0xAE8D	#HANGUL SYLLABLE SSANGKIYEOK YA RIEULKIYEOK
0x83B4	0xAE8E	#HANGUL SYLLABLE SSANGKIYEOK YA RIEULMIEUM
0x83B5	0xAE8F	#HANGUL SYLLABLE SSANGKIYEOK YA RIEULPIEUP
0x83B6	0xAE90	#HANGUL SYLLABLE SSANGKIYEOK YA RIEULSIOS
0x83B7	0xAE91	#HANGUL SYLLABLE SSANGKIYEOK YA RIEULTHIEUTH
0x83B8	0xAE92	#HANGUL SYLLABLE SSANGKIYEOK YA RIEULPHIEUPH
0x83B9	0xAE93	#HANGUL SYLLABLE SSANGKIYEOK YA RIEULHIEUH
0x83BA	0xAE94	#HANGUL SYLLABLE SSANGKIYEOK YA MIEUM
0x83BB	0xAE95	#HANGUL SYLLABLE SSANGKIYEOK YA PIEUP
0x83BC	0xAE96	#HANGUL SYLLABLE SSANGKIYEOK YA PIEUPSIOS
0x83BD	0xAE97	#HANGUL SYLLABLE SSANGKIYEOK YA SIOS
0x83BE	0xAE98	#HANGUL SYLLABLE SSANGKIYEOK YA SSANGSIOS
0x83BF	0xAE99	#HANGUL SYLLABLE SSANGKIYEOK YA IEUNG
0x83C0	0xAE9A	#HANGUL SYLLABLE SSANGKIYEOK YA CIEUC
0x83C1	0xAE9B	#HANGUL SYLLABLE SSANGKIYEOK YA CHIEUCH
0x83C2	0xAE9C	#HANGUL SYLLABLE SSANGKIYEOK YA KHIEUKH
0x83C3	0xAE9D	#HANGUL SYLLABLE SSANGKIYEOK YA THIEUTH
0x83C4	0xAE9E	#HANGUL SYLLABLE SSANGKIYEOK YA PHIEUPH
0x83C5	0xAE9F	#HANGUL SYLLABLE SSANGKIYEOK YA HIEUH
0x83C6	0xAEA0	#HANGUL SYLLABLE SSANGKIYEOK YAE
0x83C7	0xAEA1	#HANGUL SYLLABLE SSANGKIYEOK YAE KIYEOK
0x83C8	0xAEA2	#HANGUL SYLLABLE SSANGKIYEOK YAE SSANGKIYEOK
0x83C9	0xAEA3	#HANGUL SYLLABLE SSANGKIYEOK YAE KIYEOKSIOS
0x83CA	0xAEA4	#HANGUL SYLLABLE SSANGKIYEOK YAE NIEUN
0x83CB	0xAEA5	#HANGUL SYLLABLE SSANGKIYEOK YAE NIEUNCIEUC
0x83CC	0xAEA6	#HANGUL SYLLABLE SSANGKIYEOK YAE NIEUNHIEUH
0x83CD	0xAEA7	#HANGUL SYLLABLE SSANGKIYEOK YAE TIKEUT
0x83CE	0xAEA8	#HANGUL SYLLABLE SSANGKIYEOK YAE RIEUL
0x83CF	0xAEA9	#HANGUL SYLLABLE SSANGKIYEOK YAE RIEULKIYEOK
0x83D0	0xAEAA	#HANGUL SYLLABLE SSANGKIYEOK YAE RIEULMIEUM
0x83D1	0xAEAB	#HANGUL SYLLABLE SSANGKIYEOK YAE RIEULPIEUP
0x83D2	0xAEAC	#HANGUL SYLLABLE SSANGKIYEOK YAE RIEULSIOS
0x83D3	0xAEAD	#HANGUL SYLLABLE SSANGKIYEOK YAE RIEULTHIEUTH
0x83D4	0xAEAE	#HANGUL SYLLABLE SSANGKIYEOK YAE RIEULPHIEUPH
0x83D5	0xAEAF	#HANGUL SYLLABLE SSANGKIYEOK YAE RIEULHIEUH
0x83D6	0xAEB0	#HANGUL SYLLABLE SSANGKIYEOK YAE MIEUM
0x83D7	0xAEB1	#HANGUL SYLLABLE SSANGKIYEOK YAE PIEUP
0x83D8	0xAEB2	#HANGUL SYLLABLE SSANGKIYEOK YAE PIEUPSIOS
0x83D9	0xAEB3	#HANGUL SYLLABLE SSANGKIYEOK YAE SIOS
0x83DA	0xAEB4	#HANGUL SYLLABLE SSANGKIYEOK YAE SSANGSIOS
0x83DB	0xAEB5	#HANGUL SYLLABLE SSANGKIYEOK YAE IEUNG
0x83DC	0xAEB6	#HANGUL SYLLABLE SSANGKIYEOK YAE CIEUC
0x83DD	0xAEB7	#HANGUL SYLLABLE SSANGKIYEOK YAE CHIEUCH
0x83DE	0xAEB8	#HANGUL SYLLABLE SSANGKIYEOK YAE KHIEUKH
0x83DF	0xAEB9	#HANGUL SYLLABLE SSANGKIYEOK YAE THIEUTH
0x83E0	0xAEBA	#HANGUL SYLLABLE SSANGKIYEOK YAE PHIEUPH
0x83E1	0xAEBB	#HANGUL SYLLABLE SSANGKIYEOK YAE HIEUH
0x83E2	0xAEBF	#HANGUL SYLLABLE SSANGKIYEOK EO KIYEOKSIOS
0x83E3	0xAEC1	#HANGUL SYLLABLE SSANGKIYEOK EO NIEUNCIEUC
0x83E4	0xAEC2	#HANGUL SYLLABLE SSANGKIYEOK EO NIEUNHIEUH
0x83E5	0xAEC3	#HANGUL SYLLABLE SSANGKIYEOK EO TIKEUT
