#
# $FreeBSD$
#
#	Name:             GB2312-80 to Unicode table (complete, hex format)
#	Unicode version:  3.0
#	Table version:    1.0
#	Table format:     Format A
#	Date:             1999 October 8
#	Author:           Ken Whistler <kenw@sybase.com>
#       Original authors: Glenn Adams, John H. Jenkin <jenkins@apple.com>
#
#	Copyright (c) 1991-1999 Unicode, Inc.  All Rights reserved.
#
#	This file is provided as-is by Unicode, Inc. (The Unicode Consortium).
#	No claims are made as to fitness for any particular purpose.  No
#	warranties of any kind are expressed or implied.  The recipient
#	agrees to determine applicability of information provided.  If this
#	file has been provided on optical media by Unicode, Inc., the sole
#	remedy for any claim will be exchange of defective media within 90
#	days of receipt.
#
#	Unicode, Inc. hereby grants the right to freely use the information
#	supplied in this file in the creation of products supporting the
#	Unicode Standard, and to make copies of this file in any form for
#	internal or external distribution as long as this notice remains
#	attached.
#
#	General notes:
#
#	This table contains the datathe Unicode Consortium currently has on how
#       GB2312-80 characters map into Unicode.
#
#	Format:  Three tab-separated columns
#		 Column #1 is the GB2312 code (in hex as 0xXXXX)
#		 Column #2 is the Unicode (in hex as 0xXXXX)
#		 Column #3 the Unicode name (follows a comment sign, '#')
#					The official names for Unicode characters U+4E00
#					to U+9FA5, inclusive, is "CJK UNIFIED IDEOGRAPH-XXXX",
#					where XXXX is the code point.  Including all these
#					names in this file increases its size substantially
#					and needlessly.  The token "<CJK>" is used for the
#					name of these characters.  If necessary, it can be
#					expanded algorithmically by a parser or editor.
#
#	The entries are in GB2312 order
#
#	The following algorithms can be used to change the hex form
#		of GB2312 to other standard forms:
#
#		To change hex to EUC form, add 0x8080
#		To change hex to kuten form, first subtract 0x2020.  Then
#			the high and low bytes correspond to the ku and ten of
#			the kuten form.  For example, 0x2121 -> 0x0101 -> 0101;
#			0x777E -> 0x575E -> 8794
#
#	Version history
#	1.0 version updates 0.0d2 version by correcting mapping for 0x212C
#             from U+2225 to U+2016.
#
#	Updated versions of this file may be found in:
#		<ftp://ftp.unicode.org/Public/MAPPINGS/>
#
#	Any comments or problems, contact <errata@unicode.orgm>
#	Please note that <errata@unicode.org> is an archival address;
#	notices will be checked, but do not expect an immediate response.
#
#
0x2121	0x3000	# IDEOGRAPHIC SPACE
0x414B	0x4E86	# <CJK>
0x414C	0x6482	# <CJK>
0x414D	0x9563	# <CJK>
0x414E	0x5ED6	# <CJK>
0x414F	0x6599	# <CJK>
0x4150	0x5217	# <CJK>
0x4151	0x88C2	# <CJK>
0x4152	0x70C8	# <CJK>
0x4153	0x52A3	# <CJK>
0x4154	0x730E	# <CJK>
0x4155	0x7433	# <CJK>
0x4156	0x6797	# <CJK>
0x4157	0x78F7	# <CJK>
0x4158	0x9716	# <CJK>
0x4159	0x4E34	# <CJK>
0x415A	0x90BB	# <CJK>
0x415B	0x9CDE	# <CJK>
0x415C	0x6DCB	# <CJK>
0x415D	0x51DB	# <CJK>
0x415E	0x8D41	# <CJK>
0x415F	0x541D	# <CJK>
0x4160	0x62CE	# <CJK>
0x4161	0x73B2	# <CJK>
0x4162	0x83F1	# <CJK>
0x4163	0x96F6	# <CJK>
0x4164	0x9F84	# <CJK>
0x4165	0x94C3	# <CJK>
0x4166	0x4F36	# <CJK>
0x4167	0x7F9A	# <CJK>
0x4168	0x51CC	# <CJK>
0x4169	0x7075	# <CJK>
0x416A	0x9675	# <CJK>
0x416B	0x5CAD	# <CJK>
0x416C	0x9886	# <CJK>
0x416D	0x53E6	# <CJK>
0x416E	0x4EE4	# <CJK>
0x416F	0x6E9C	# <CJK>
0x4170	0x7409	# <CJK>
0x4171	0x69B4	# <CJK>
0x4172	0x786B	# <CJK>
0x4173	0x998F	# <CJK>
0x4174	0x7559	# <CJK>
0x4175	0x5218	# <CJK>
0x4176	0x7624	# <CJK>
0x4177	0x6D41	# <CJK>
0x4178	0x67F3	# <CJK>
0x4179	0x516D	# <CJK>
0x417A	0x9F99	# <CJK>
0x417B	0x804B	# <CJK>
0x417C	0x5499	# <CJK>
0x417D	0x7B3C	# <CJK>
0x417E	0x7ABF	# <CJK>
0x4221	0x9686	# <CJK>
0x4222	0x5784	# <CJK>
0x4223	0x62E2	# <CJK>
0x4224	0x9647	# <CJK>
0x4225	0x697C	# <CJK>
0x4226	0x5A04	# <CJK>
0x4227	0x6402	# <CJK>
0x4228	0x7BD3	# <CJK>
0x4229	0x6F0F	# <CJK>
0x422A	0x964B	# <CJK>
0x422B	0x82A6	# <CJK>
0x422C	0x5362	# <CJK>
0x422D	0x9885	# <CJK>
0x422E	0x5E90	# <CJK>
0x422F	0x7089	# <CJK>
0x4230	0x63B3	# <CJK>
0x4231	0x5364	# <CJK>
0x4232	0x864F	# <CJK>
0x4233	0x9C81	# <CJK>
0x4234	0x9E93	# <CJK>
0x4235	0x788C	# <CJK>
0x4236	0x9732	# <CJK>
0x4237	0x8DEF	# <CJK>
0x4238	0x8D42	# <CJK>
0x4239	0x9E7F	# <CJK>
0x423A	0x6F5E	# <CJK>
0x423B	0x7984	# <CJK>
0x423C	0x5F55	# <CJK>
0x423D	0x9646	# <CJK>
0x423E	0x622E	# <CJK>
0x423F	0x9A74	# <CJK>
0x4240	0x5415	# <CJK>
0x4241	0x94DD	# <CJK>
0x4242	0x4FA3	# <CJK>
0x4243	0x65C5	# <CJK>
0x4244	0x5C65	# <CJK>
0x4245	0x5C61	# <CJK>
0x4246	0x7F15	# <CJK>
0x4247	0x8651	# <CJK>
0x4248	0x6C2F	# <CJK>
0x4249	0x5F8B	# <CJK>
0x424A	0x7387	# <CJK>
0x424B	0x6EE4	# <CJK>
0x424C	0x7EFF	# <CJK>
0x424D	0x5CE6	# <CJK>
0x424E	0x631B	# <CJK>
0x424F	0x5B6A	# <CJK>
0x4250	0x6EE6	# <CJK>
0x4251	0x5375	# <CJK>
0x4252	0x4E71	# <CJK>
0x4253	0x63A0	# <CJK>
0x4254	0x7565	# <CJK>
0x4255	0x62A1	# <CJK>
0x4256	0x8F6E	# <CJK>
0x4257	0x4F26	# <CJK>
0x4258	0x4ED1	# <CJK>
0x4259	0x6CA6	# <CJK>
0x425A	0x7EB6	# <CJK>
0x425B	0x8BBA	# <CJK>
0x425C	0x841D	# <CJK>
0x425D	0x87BA	# <CJK>
0x425E	0x7F57	# <CJK>
0x425F	0x903B	# <CJK>
0x4260	0x9523	# <CJK>
0x4261	0x7BA9	# <CJK>
0x4262	0x9AA1	# <CJK>
0x4263	0x88F8	# <CJK>
0x4264	0x843D	# <CJK>
0x4265	0x6D1B	# <CJK>
0x4266	0x9A86	# <CJK>
0x4267	0x7EDC	# <CJK>
0x4268	0x5988	# <CJK>
0x4269	0x9EBB	# <CJK>
0x426A	0x739B	# <CJK>
0x426B	0x7801	# <CJK>
0x426C	0x8682	# <CJK>
0x426D	0x9A6C	# <CJK>
0x426E	0x9A82	# <CJK>
0x426F	0x561B	# <CJK>
0x4270	0x5417	# <CJK>
0x4271	0x57CB	# <CJK>
0x4272	0x4E70	# <CJK>
0x4273	0x9EA6	# <CJK>
0x4274	0x5356	# <CJK>
0x4275	0x8FC8	# <CJK>
0x4276	0x8109	# <CJK>
0x4277	0x7792	# <CJK>
0x4278	0x9992	# <CJK>
0x4279	0x86EE	# <CJK>
0x427A	0x6EE1	# <CJK>
0x427B	0x8513	# <CJK>
0x427C	0x66FC	# <CJK>
0x427D	0x6162	# <CJK>
0x427E	0x6F2B	# <CJK>
0x4321	0x8C29	# <CJK>
0x4322	0x8292	# <CJK>
0x4323	0x832B	# <CJK>
0x4324	0x76F2	# <CJK>
0x4325	0x6C13	# <CJK>
0x4326	0x5FD9	# <CJK>
0x4327	0x83BD	# <CJK>
0x4328	0x732B	# <CJK>
0x4329	0x8305	# <CJK>
0x432A	0x951A	# <CJK>
0x432B	0x6BDB	# <CJK>
0x432C	0x77DB	# <CJK>
0x432D	0x94C6	# <CJK>
0x432E	0x536F	# <CJK>
0x432F	0x8302	# <CJK>
0x4330	0x5192	# <CJK>
0x4331	0x5E3D	# <CJK>
0x4332	0x8C8C	# <CJK>
0x4333	0x8D38	# <CJK>
0x4334	0x4E48	# <CJK>
0x4335	0x73AB	# <CJK>
0x4336	0x679A	# <CJK>
0x4337	0x6885	# <CJK>
0x4338	0x9176	# <CJK>
0x4339	0x9709	# <CJK>
0x433A	0x7164	# <CJK>
0x433B	0x6CA1	# <CJK>
0x433C	0x7709	# <CJK>
0x433D	0x5A92	# <CJK>
0x433E	0x9541	# <CJK>
0x433F	0x6BCF	# <CJK>
0x4340	0x7F8E	# <CJK>
0x4341	0x6627	# <CJK>
0x4342	0x5BD0	# <CJK>
0x4343	0x59B9	# <CJK>
0x4344	0x5A9A	# <CJK>
0x4345	0x95E8	# <CJK>
0x4346	0x95F7	# <CJK>
0x4347	0x4EEC	# <CJK>
0x4348	0x840C	# <CJK>
0x4349	0x8499	# <CJK>
0x434A	0x6AAC	# <CJK>
0x434B	0x76DF	# <CJK>
0x434C	0x9530	# <CJK>
0x434D	0x731B	# <CJK>
0x434E	0x68A6	# <CJK>
0x434F	0x5B5F	# <CJK>
0x4350	0x772F	# <CJK>
0x4351	0x919A	# <CJK>
0x4352	0x9761	# <CJK>
0x4353	0x7CDC	# <CJK>
0x4354	0x8FF7	# <CJK>
0x4355	0x8C1C	# <CJK>
0x4356	0x5F25	# <CJK>
0x4357	0x7C73	# <CJK>
0x4358	0x79D8	# <CJK>
0x4359	0x89C5	# <CJK>
0x435A	0x6CCC	# <CJK>
0x435B	0x871C	# <CJK>
0x435C	0x5BC6	# <CJK>
0x435D	0x5E42	# <CJK>
0x435E	0x68C9	# <CJK>
0x435F	0x7720	# <CJK>
0x4360	0x7EF5	# <CJK>
0x4361	0x5195	# <CJK>
0x4362	0x514D	# <CJK>
0x4363	0x52C9	# <CJK>
0x4364	0x5A29	# <CJK>
0x4365	0x7F05	# <CJK>
0x4366	0x9762	# <CJK>
0x4367	0x82D7	# <CJK>
0x4368	0x63CF	# <CJK>
0x4369	0x7784	# <CJK>
0x436A	0x85D0	# <CJK>
0x436B	0x79D2	# <CJK>
0x436C	0x6E3A	# <CJK>
0x436D	0x5E99	# <CJK>
0x436E	0x5999	# <CJK>
0x436F	0x8511	# <CJK>
0x4370	0x706D	# <CJK>
0x4371	0x6C11	# <CJK>
0x4372	0x62BF	# <CJK>
0x4373	0x76BF	# <CJK>
0x4374	0x654F	# <CJK>
0x4375	0x60AF	# <CJK>
0x4376	0x95FD	# <CJK>
0x4377	0x660E	# <CJK>
0x4378	0x879F	# <CJK>
0x4379	0x9E23	# <CJK>
0x437A	0x94ED	# <CJK>
0x437B	0x540D	# <CJK>
0x437C	0x547D	# <CJK>
0x437D	0x8C2C	# <CJK>
0x437E	0x6478	# <CJK>
0x4421	0x6479	# <CJK>
0x4422	0x8611	# <CJK>
0x4423	0x6A21	# <CJK>
0x4424	0x819C	# <CJK>
0x4425	0x78E8	# <CJK>
0x4426	0x6469	# <CJK>
0x4427	0x9B54	# <CJK>
0x4428	0x62B9	# <CJK>
0x4429	0x672B	# <CJK>
0x442A	0x83AB	# <CJK>
0x442B	0x58A8	# <CJK>
0x442C	0x9ED8	# <CJK>
0x442D	0x6CAB	# <CJK>
0x442E	0x6F20	# <CJK>
0x442F	0x5BDE	# <CJK>
0x4430	0x964C	# <CJK>
0x4431	0x8C0B	# <CJK>
0x4432	0x725F	# <CJK>
0x4433	0x67D0	# <CJK>
0x4434	0x62C7	# <CJK>
0x4435	0x7261	# <CJK>
0x4436	0x4EA9	# <CJK>
0x4437	0x59C6	# <CJK>
0x4438	0x6BCD	# <CJK>
0x4439	0x5893	# <CJK>
0x443A	0x66AE	# <CJK>
0x443B	0x5E55	# <CJK>
0x443C	0x52DF	# <CJK>
0x443D	0x6155	# <CJK>
0x443E	0x6728	# <CJK>
0x443F	0x76EE	# <CJK>
0x4440	0x7766	# <CJK>
0x4441	0x7267	# <CJK>
0x4442	0x7A46	# <CJK>
0x4443	0x62FF	# <CJK>
0x4444	0x54EA	# <CJK>
0x4445	0x5450	# <CJK>
0x4446	0x94A0	# <CJK>
0x4447	0x90A3	# <CJK>
0x4448	0x5A1C	# <CJK>
0x4449	0x7EB3	# <CJK>
0x444A	0x6C16	# <CJK>
0x444B	0x4E43	# <CJK>
0x444C	0x5976	# <CJK>
0x444D	0x8010	# <CJK>
0x444E	0x5948	# <CJK>
0x444F	0x5357	# <CJK>
0x4450	0x7537	# <CJK>
0x4451	0x96BE	# <CJK>
0x4452	0x56CA	# <CJK>
0x4453	0x6320	# <CJK>
0x4454	0x8111	# <CJK>
0x4455	0x607C	# <CJK>
0x4456	0x95F9	# <CJK>
0x4457	0x6DD6	# <CJK>
0x4458	0x5462	# <CJK>
0x4459	0x9981	# <CJK>
0x445A	0x5185	# <CJK>
0x445B	0x5AE9	# <CJK>
0x445C	0x80FD	# <CJK>
0x445D	0x59AE	# <CJK>
0x445E	0x9713	# <CJK>
0x445F	0x502A	# <CJK>
0x4460	0x6CE5	# <CJK>
0x4461	0x5C3C	# <CJK>
0x4462	0x62DF	# <CJK>
0x4463	0x4F60	# <CJK>
0x4464	0x533F	# <CJK>
0x4465	0x817B	# <CJK>
0x4466	0x9006	# <CJK>
0x4467	0x6EBA	# <CJK>
0x4468	0x852B	# <CJK>
0x4469	0x62C8	# <CJK>
0x446A	0x5E74	# <CJK>
0x446B	0x78BE	# <CJK>
0x446C	0x64B5	# <CJK>
0x446D	0x637B	# <CJK>
0x446E	0x5FF5	# <CJK>
0x446F	0x5A18	# <CJK>
0x4470	0x917F	# <CJK>
0x4471	0x9E1F	# <CJK>
0x4472	0x5C3F	# <CJK>
0x4473	0x634F	# <CJK>
0x4474	0x8042	# <CJK>
0x4475	0x5B7D	# <CJK>
0x4476	0x556E	# <CJK>
0x4477	0x954A	# <CJK>
0x4478	0x954D	# <CJK>
0x4479	0x6D85	# <CJK>
0x447A	0x60A8	# <CJK>
0x447B	0x67E0	# <CJK>
0x447C	0x72DE	# <CJK>
0x447D	0x51DD	# <CJK>
0x447E	0x5B81	# <CJK>
0x4521	0x62E7	# <CJK>
0x4522	0x6CDE	# <CJK>
0x4523	0x725B	# <CJK>
0x4524	0x626D	# <CJK>
0x4525	0x94AE	# <CJK>
0x4526	0x7EBD	# <CJK>
0x4527	0x8113	# <CJK>
0x4528	0x6D53	# <CJK>
0x4529	0x519C	# <CJK>
0x452A	0x5F04	# <CJK>
0x452B	0x5974	# <CJK>
0x452C	0x52AA	# <CJK>
0x452D	0x6012	# <CJK>
0x452E	0x5973	# <CJK>
0x452F	0x6696	# <CJK>
0x4530	0x8650	# <CJK>
0x4531	0x759F	# <CJK>
0x4532	0x632A	# <CJK>
0x4533	0x61E6	# <CJK>
0x4534	0x7CEF	# <CJK>
0x4535	0x8BFA	# <CJK>
0x4536	0x54E6	# <CJK>
0x4537	0x6B27	# <CJK>
0x4538	0x9E25	# <CJK>
0x4539	0x6BB4	# <CJK>
0x453A	0x85D5	# <CJK>
0x453B	0x5455	# <CJK>
0x453C	0x5076	# <CJK>
0x453D	0x6CA4	# <CJK>
0x453E	0x556A	# <CJK>
0x453F	0x8DB4	# <CJK>
0x4540	0x722C	# <CJK>
0x4541	0x5E15	# <CJK>
0x4542	0x6015	# <CJK>
0x4543	0x7436	# <CJK>
0x4544	0x62CD	# <CJK>
0x4545	0x6392	# <CJK>
0x4546	0x724C	# <CJK>
0x4547	0x5F98	# <CJK>
0x4548	0x6E43	# <CJK>
0x4549	0x6D3E	# <CJK>
0x454A	0x6500	# <CJK>
0x454B	0x6F58	# <CJK>
0x454C	0x76D8	# <CJK>
0x454D	0x78D0	# <CJK>
0x454E	0x76FC	# <CJK>
0x454F	0x7554	# <CJK>
0x4550	0x5224	# <CJK>
0x4551	0x53DB	# <CJK>
0x4552	0x4E53	# <CJK>
0x4553	0x5E9E	# <CJK>
0x4554	0x65C1	# <CJK>
0x4555	0x802A	# <CJK>
0x4556	0x80D6	# <CJK>
0x4557	0x629B	# <CJK>
0x4558	0x5486	# <CJK>
0x4559	0x5228	# <CJK>
0x455A	0x70AE	# <CJK>
0x455B	0x888D	# <CJK>
0x455C	0x8DD1	# <CJK>
0x455D	0x6CE1	# <CJK>
0x455E	0x5478	# <CJK>
0x455F	0x80DA	# <CJK>
0x4560	0x57F9	# <CJK>
0x4561	0x88F4	# <CJK>
0x4562	0x8D54	# <CJK>
0x4563	0x966A	# <CJK>
0x4564	0x914D	# <CJK>
0x4565	0x4F69	# <CJK>
0x4566	0x6C9B	# <CJK>
0x4567	0x55B7	# <CJK>
0x4568	0x76C6	# <CJK>
0x4569	0x7830	# <CJK>
0x456A	0x62A8	# <CJK>
0x456B	0x70F9	# <CJK>
0x456C	0x6F8E	# <CJK>
0x456D	0x5F6D	# <CJK>
0x456E	0x84EC	# <CJK>
0x456F	0x68DA	# <CJK>
0x4570	0x787C	# <CJK>
0x4571	0x7BF7	# <CJK>
0x4572	0x81A8	# <CJK>
0x4573	0x670B	# <CJK>
0x4574	0x9E4F	# <CJK>
0x4575	0x6367	# <CJK>
0x4576	0x78B0	# <CJK>
0x4577	0x576F	# <CJK>
0x4578	0x7812	# <CJK>
0x4579	0x9739	# <CJK>
0x457A	0x6279	# <CJK>
0x457B	0x62AB	# <CJK>
0x457C	0x5288	# <CJK>
0x457D	0x7435	# <CJK>
0x457E	0x6BD7	# <CJK>
0x4621	0x5564	# <CJK>
0x4622	0x813E	# <CJK>
0x4623	0x75B2	# <CJK>
0x4624	0x76AE	# <CJK>
0x4625	0x5339	# <CJK>
0x4626	0x75DE	# <CJK>
0x4627	0x50FB	# <CJK>
0x4628	0x5C41	# <CJK>
0x4629	0x8B6C	# <CJK>
0x462A	0x7BC7	# <CJK>
0x462B	0x504F	# <CJK>
0x462C	0x7247	# <CJK>
0x462D	0x9A97	# <CJK>
0x462E	0x98D8	# <CJK>
0x462F	0x6F02	# <CJK>
0x4630	0x74E2	# <CJK>
0x4631	0x7968	# <CJK>
0x4632	0x6487	# <CJK>
0x4633	0x77A5	# <CJK>
0x4634	0x62FC	# <CJK>
0x4635	0x9891	# <CJK>
0x4636	0x8D2B	# <CJK>
0x4637	0x54C1	# <CJK>
0x4638	0x8058	# <CJK>
0x4639	0x4E52	# <CJK>
0x463A	0x576A	# <CJK>
0x463B	0x82F9	# <CJK>
0x463C	0x840D	# <CJK>
0x463D	0x5E73	# <CJK>
0x463E	0x51ED	# <CJK>
0x463F	0x74F6	# <CJK>
0x4640	0x8BC4	# <CJK>
0x4641	0x5C4F	# <CJK>
0x4642	0x5761	# <CJK>
0x4643	0x6CFC	# <CJK>
0x4644	0x9887	# <CJK>
0x4645	0x5A46	# <CJK>
0x4646	0x7834	# <CJK>
0x4647	0x9B44	# <CJK>
0x4648	0x8FEB	# <CJK>
0x4649	0x7C95	# <CJK>
0x464A	0x5256	# <CJK>
0x464B	0x6251	# <CJK>
0x464C	0x94FA	# <CJK>
0x464D	0x4EC6	# <CJK>
0x464E	0x8386	# <CJK>
0x464F	0x8461	# <CJK>
0x4650	0x83E9	# <CJK>
0x4651	0x84B2	# <CJK>
0x4652	0x57D4	# <CJK>
0x4653	0x6734	# <CJK>
0x4654	0x5703	# <CJK>
0x4655	0x666E	# <CJK>
0x4656	0x6D66	# <CJK>
0x4657	0x8C31	# <CJK>
0x4658	0x66DD	# <CJK>
0x4659	0x7011	# <CJK>
0x465A	0x671F	# <CJK>
0x465B	0x6B3A	# <CJK>
0x465C	0x6816	# <CJK>
0x465D	0x621A	# <CJK>
0x465E	0x59BB	# <CJK>
0x465F	0x4E03	# <CJK>
0x4660	0x51C4	# <CJK>
0x4661	0x6F06	# <CJK>
0x4662	0x67D2	# <CJK>
0x4663	0x6C8F	# <CJK>
0x4664	0x5176	# <CJK>
0x4665	0x68CB	# <CJK>
0x4666	0x5947	# <CJK>
0x4667	0x6B67	# <CJK>
0x4668	0x7566	# <CJK>
0x4669	0x5D0E	# <CJK>
0x466A	0x8110	# <CJK>
0x466B	0x9F50	# <CJK>
0x466C	0x65D7	# <CJK>
0x466D	0x7948	# <CJK>
0x466E	0x7941	# <CJK>
0x466F	0x9A91	# <CJK>
0x4670	0x8D77	# <CJK>
0x4671	0x5C82	# <CJK>
0x4672	0x4E5E	# <CJK>
0x4673	0x4F01	# <CJK>
0x4674	0x542F	# <CJK>
0x4675	0x5951	# <CJK>
0x4676	0x780C	# <CJK>
0x4677	0x5668	# <CJK>
0x4678	0x6C14	# <CJK>
0x4679	0x8FC4	# <CJK>
0x467A	0x5F03	# <CJK>
0x467B	0x6C7D	# <CJK>
0x467C	0x6CE3	# <CJK>
0x467D	0x8BAB	# <CJK>
0x467E	0x6390	# <CJK>
0x4721	0x6070	# <CJK>
0x4722	0x6D3D	# <CJK>
0x4723	0x7275	# <CJK>
0x4724	0x6266	# <CJK>
0x4725	0x948E	# <CJK>
0x4726	0x94C5	# <CJK>
0x4727	0x5343	# <CJK>
0x4728	0x8FC1	# <CJK>
0x4729	0x7B7E	# <CJK>
0x472A	0x4EDF	# <CJK>
0x472B	0x8C26	# <CJK>
0x472C	0x4E7E	# <CJK>
0x472D	0x9ED4	# <CJK>
0x472E	0x94B1	# <CJK>
0x472F	0x94B3	# <CJK>
0x4730	0x524D	# <CJK>
0x4731	0x6F5C	# <CJK>
0x4732	0x9063	# <CJK>
0x4733	0x6D45	# <CJK>
0x4734	0x8C34	# <CJK>
0x4735	0x5811	# <CJK>
0x4736	0x5D4C	# <CJK>
0x4737	0x6B20	# <CJK>
0x4738	0x6B49	# <CJK>
0x4739	0x67AA	# <CJK>
0x473A	0x545B	# <CJK>
0x473B	0x8154	# <CJK>
0x473C	0x7F8C	# <CJK>
0x473D	0x5899	# <CJK>
0x473E	0x8537	# <CJK>
0x473F	0x5F3A	# <CJK>
0x4740	0x62A2	# <CJK>
0x4741	0x6A47	# <CJK>
0x4742	0x9539	# <CJK>
0x4743	0x6572	# <CJK>
0x4744	0x6084	# <CJK>
0x4745	0x6865	# <CJK>
0x4746	0x77A7	# <CJK>
0x4747	0x4E54	# <CJK>
0x4748	0x4FA8	# <CJK>
0x4749	0x5DE7	# <CJK>
0x474A	0x9798	# <CJK>
0x474B	0x64AC	# <CJK>
0x474C	0x7FD8	# <CJK>
0x474D	0x5CED	# <CJK>
0x474E	0x4FCF	# <CJK>
0x474F	0x7A8D	# <CJK>
0x4750	0x5207	# <CJK>
0x4751	0x8304	# <CJK>
0x4752	0x4E14	# <CJK>
0x4753	0x602F	# <CJK>
0x4754	0x7A83	# <CJK>
0x4755	0x94A6	# <CJK>
0x4756	0x4FB5	# <CJK>
0x4757	0x4EB2	# <CJK>
0x4758	0x79E6	# <CJK>
0x4759	0x7434	# <CJK>
0x475A	0x52E4	# <CJK>
0x475B	0x82B9	# <CJK>
0x475C	0x64D2	# <CJK>
0x475D	0x79BD	# <CJK>
0x475E	0x5BDD	# <CJK>
0x475F	0x6C81	# <CJK>
0x4760	0x9752	# <CJK>
0x4761	0x8F7B	# <CJK>
0x4762	0x6C22	# <CJK>
0x4763	0x503E	# <CJK>
0x4764	0x537F	# <CJK>
0x4765	0x6E05	# <CJK>
0x4766	0x64CE	# <CJK>
0x4767	0x6674	# <CJK>
0x4768	0x6C30	# <CJK>
0x4769	0x60C5	# <CJK>
0x476A	0x9877	# <CJK>
0x476B	0x8BF7	# <CJK>
0x476C	0x5E86	# <CJK>
0x476D	0x743C	# <CJK>
0x476E	0x7A77	# <CJK>
0x476F	0x79CB	# <CJK>
0x4770	0x4E18	# <CJK>
0x4771	0x90B1	# <CJK>
0x4772	0x7403	# <CJK>
0x4773	0x6C42	# <CJK>
0x4774	0x56DA	# <CJK>
0x4775	0x914B	# <CJK>
0x4776	0x6CC5	# <CJK>
0x4777	0x8D8B	# <CJK>
0x4778	0x533A	# <CJK>
0x4779	0x86C6	# <CJK>
0x477A	0x66F2	# <CJK>
0x477B	0x8EAF	# <CJK>
0x477C	0x5C48	# <CJK>
0x477D	0x9A71	# <CJK>
0x477E	0x6E20	# <CJK>
0x4821	0x53D6	# <CJK>
0x4822	0x5A36	# <CJK>
0x4823	0x9F8B	# <CJK>
0x4824	0x8DA3	# <CJK>
0x4825	0x53BB	# <CJK>
0x4826	0x5708	# <CJK>
0x4827	0x98A7	# <CJK>
0x4828	0x6743	# <CJK>
0x4829	0x919B	# <CJK>
0x482A	0x6CC9	# <CJK>
0x482B	0x5168	# <CJK>
0x482C	0x75CA	# <CJK>
0x482D	0x62F3	# <CJK>
0x482E	0x72AC	# <CJK>
0x482F	0x5238	# <CJK>
0x4830	0x529D	# <CJK>
0x4831	0x7F3A	# <CJK>
0x4832	0x7094	# <CJK>
0x4833	0x7638	# <CJK>
0x4834	0x5374	# <CJK>
0x4835	0x9E4A	# <CJK>
0x4836	0x69B7	# <CJK>
0x4837	0x786E	# <CJK>
0x4838	0x96C0	# <CJK>
0x4839	0x88D9	# <CJK>
0x483A	0x7FA4	# <CJK>
0x483B	0x7136	# <CJK>
0x483C	0x71C3	# <CJK>
0x483D	0x5189	# <CJK>
0x483E	0x67D3	# <CJK>
0x483F	0x74E4	# <CJK>
0x4840	0x58E4	# <CJK>
0x4841	0x6518	# <CJK>
0x4842	0x56B7	# <CJK>
0x4843	0x8BA9	# <CJK>
0x4844	0x9976	# <CJK>
0x4845	0x6270	# <CJK>
0x4846	0x7ED5	# <CJK>
0x4847	0x60F9	# <CJK>
0x4848	0x70ED	# <CJK>
0x4849	0x58EC	# <CJK>
0x484A	0x4EC1	# <CJK>
0x484B	0x4EBA	# <CJK>
0x484C	0x5FCD	# <CJK>
0x484D	0x97E7	# <CJK>
0x484E	0x4EFB	# <CJK>
0x484F	0x8BA4	# <CJK>
0x4850	0x5203	# <CJK>
0x4851	0x598A	# <CJK>
0x4852	0x7EAB	# <CJK>
0x4853	0x6254	# <CJK>
0x4854	0x4ECD	# <CJK>
0x4855	0x65E5	# <CJK>
0x4856	0x620E	# <CJK>
0x4857	0x8338	# <CJK>
0x4858	0x84C9	# <CJK>
0x4859	0x8363	# <CJK>
0x485A	0x878D	# <CJK>
0x485B	0x7194	# <CJK>
0x485C	0x6EB6	# <CJK>
0x485D	0x5BB9	# <CJK>
0x485E	0x7ED2	# <CJK>
0x485F	0x5197	# <CJK>
0x4860	0x63C9	# <CJK>
0x4861	0x67D4	# <CJK>
0x4862	0x8089	# <CJK>
0x4863	0x8339	# <CJK>
0x4864	0x8815	# <CJK>
0x4865	0x5112	# <CJK>
0x4866	0x5B7A	# <CJK>
0x4867	0x5982	# <CJK>
0x4868	0x8FB1	# <CJK>
0x4869	0x4E73	# <CJK>
0x486A	0x6C5D	# <CJK>
0x486B	0x5165	# <CJK>
0x486C	0x8925	# <CJK>
0x486D	0x8F6F	# <CJK>
0x486E	0x962E	# <CJK>
0x486F	0x854A	# <CJK>
0x4870	0x745E	# <CJK>
0x4871	0x9510	# <CJK>
0x4872	0x95F0	# <CJK>
0x4873	0x6DA6	# <CJK>
0x4874	0x82E5	# <CJK>
0x4875	0x5F31	# <CJK>
0x4876	0x6492	# <CJK>
0x4877	0x6D12	# <CJK>
0x4878	0x8428	# <CJK>
0x4879	0x816E	# <CJK>
0x487A	0x9CC3	# <CJK>
0x487B	0x585E	# <CJK>
0x487C	0x8D5B	# <CJK>
0x487D	0x4E09	# <CJK>
0x487E	0x53C1	# <CJK>
0x4921	0x4F1E	# <CJK>
0x4922	0x6563	# <CJK>
0x4923	0x6851	# <CJK>
0x4924	0x55D3	# <CJK>
0x4925	0x4E27	# <CJK>
0x4926	0x6414	# <CJK>
0x4927	0x9A9A	# <CJK>
0x4928	0x626B	# <CJK>
0x4929	0x5AC2	# <CJK>
0x492A	0x745F	# <CJK>
0x492B	0x8272	# <CJK>
0x492C	0x6DA9	# <CJK>
